| Interactions | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg |
| tanbeta = 10, m0 = 1220 m12 = 520 | 0.000290291, 0.000312845, 0.000267736 | 0.000162693, 0.000215878, 0.000109509 | 0.0229654, 0.0241217, 0.0218091 | 2.53519e-07, 2.98179e-07, 2.08859e-07 | 2.78593e-05, 4.28883e-05, 1.28303e-05 | 0.000384887, 0.000464151, 0.000305623 | 5.862e-05, 9.20131e-05, 2.52269e-05 | 4.525e-06, 8.11976e-06, 9.30238e-07 | 0.000556338, 0.000857688, 0.000254988 | 0.00115671, 0.00159487, 0.000718554 | 
| tanbeta = 10, m0 = 1220 m12 = 540 | 0.000222661, 0.000240343, 0.000204979 | 0.000137028, 0.000182412, 9.16443e-05 | 0.0184571, 0.0193904, 0.0175238 | 2.45029e-07, 2.8864e-07, 2.01418e-07 | 2.19055e-05, 3.41341e-05, 9.67684e-06 | 0.000310013, 0.00037433, 0.000245696 | 4.655e-05, 7.38095e-05, 1.92905e-05 | 3.563e-06, 6.48585e-06, 6.40146e-07 | 0.000375422, 0.000587984, 0.00016286 | 0.000859153, 0.00119819, 0.000520114 | 
| tanbeta = 10, m0 = 1220 m12 = 560 | 0.000170957, 0.000185114, 0.0001568 | 0.000115249, 0.000153828, 7.66703e-05 | 0.0148698, 0.0156205, 0.0141191 | 2.36657e-07, 2.79039e-07, 1.94274e-07 | 1.74026e-05, 2.73711e-05, 7.43402e-06 | 0.00025193, 0.000304967, 0.000198894 | 3.691e-05, 5.91165e-05, 1.47035e-05 | 2.809e-06, 5.1867e-06, 4.31302e-07 | 0.000253711, 0.000403876, 0.000103545 | 0.00063858, 0.000900216, 0.000376945 | 
| tanbeta = 10, m0 = 1220 m12 = 580 | 0.000131409, 0.000142668, 0.000120149 | 9.66882e-05, 0.000129348, 6.40284e-05 | 0.012042, 0.0126512, 0.0114328 | 2.28303e-07, 2.69661e-07, 1.86945e-07 | 1.3546e-05, 2.15301e-05, 5.56194e-06 | 0.000200914, 0.00024382, 0.000158007 | 2.928e-05, 4.74609e-05, 1.10991e-05 | 2.206e-06, 4.12433e-06, 2.87669e-07 | 0.000172602, 0.000279228, 6.59762e-05 | 0.000471856, 0.000672821, 0.000270892 | 
| tanbeta = 10, m0 = 1220 m12 = 600 | 0.000101137, 0.00011005, 9.22242e-05 | 8.10476e-05, 0.00010865, 5.34454e-05 | 0.00979072, 0.010288, 0.00929341 | 2.20077e-07, 2.60063e-07, 1.80092e-07 | 1.06171e-05, 1.70477e-05, 4.18651e-06 | 0.000161541, 0.000196469, 0.000126613 | 2.323e-05, 3.80331e-05, 8.42687e-06 | 1.721e-06, 3.27294e-06, 1.69061e-07 | 0.000118607, 0.000194773, 4.24421e-05 | 0.000350945, 0.00050579, 0.000196101 | 
| tanbeta = 10, m0 = 1220 m12 = 620 | 7.79575e-05, 8.50642e-05, 7.08508e-05 | 6.79138e-05, 9.14264e-05, 4.44012e-05 | 0.00798022, 0.008385, 0.00757544 | 2.11844e-07, 2.50699e-07, 1.72989e-07 | 8.26199e-06, 1.34128e-05, 3.11117e-06 | 0.000128869, 0.000157218, 0.00010052 | 1.8363e-05, 3.04268e-05, 6.29921e-06 | 1.352e-06, 2.6006e-06, 1.03399e-07 | 8.05777e-05, 0.0001342, 2.6955e-05 | 0.000258461, 0.000376498, 0.000140425 | 
| tanbeta = 10, m0 = 1220 m12 = 640 | 6.008e-05, 6.58668e-05, 5.42932e-05 | 5.68366e-05, 7.67655e-05, 3.69077e-05 | 0.00653312, 0.00686602, 0.00620022 | 2.03803e-07, 2.41389e-07, 1.66218e-07 | 6.41843e-06, 1.0531e-05, 2.30586e-06 | 0.000102058, 0.000124792, 7.93238e-05 | 1.4547e-05, 2.43727e-05, 4.72135e-06 | 1.05e-06, 2.05358e-06, 4.64225e-08 | 5.49003e-05, 9.27013e-05, 1.70992e-05 | 0.000189705, 0.000279235, 0.000100175 | 
| tanbeta = 10, m0 = 1220 m12 = 660 | 4.63435e-05, 5.09968e-05, 4.16901e-05 | 4.74877e-05, 6.42488e-05, 3.07265e-05 | 0.00535986, 0.00563337, 0.00508635 | 1.95729e-07, 2.32299e-07, 1.59158e-07 | 4.93191e-06, 8.18663e-06, 1.67719e-06 | 8.03342e-05, 9.8688e-05, 6.19804e-05 | 1.1479e-05, 1.94628e-05, 3.4952e-06 | 8.16e-07, 1.62188e-06, 1.01172e-08 | 3.78872e-05, 6.47829e-05, 1.09916e-05 | 0.000140234, 0.000208929, 7.15392e-05 | 
| tanbeta = 10, m0 = 1220 m12 = 680 | 3.58065e-05, 3.95533e-05, 3.20597e-05 | 3.96011e-05, 5.37844e-05, 2.54179e-05 | 0.00441529, 0.0046407, 0.00418988 | 1.87943e-07, 2.23366e-07, 1.5252e-07 | 3.78422e-06, 6.34429e-06, 1.22415e-06 | 6.30234e-05, 7.77128e-05, 4.8334e-05 | 9.068e-06, 1.55171e-05, 2.61893e-06 | 6.33e-07, 1.27624e-06, -1.02356e-08 | 2.61941e-05, 4.53998e-05, 6.98836e-06 | 0.00010325, 0.000155517, 5.09833e-05 | 
| tanbeta = 10, m0 = 1220 m12 = 700 | 2.76445e-05, 3.06454e-05, 2.46435e-05 | 3.30542e-05, 4.49921e-05, 2.11164e-05 | 0.00364192, 0.00382919, 0.00345465 | 1.80154e-07, 2.14394e-07, 1.45915e-07 | 2.89842e-06, 4.9078e-06, 8.89039e-07 | 4.93893e-05, 6.10942e-05, 3.76844e-05 | 7.155e-06, 1.24155e-05, 1.89451e-06 | 4.892e-07, 1.00194e-06, -2.35416e-08 | 1.79003e-05, 3.13849e-05, 4.41571e-06 | 7.555e-05, 0.000115027, 3.60727e-05 | 
| tanbeta = 10, m0 = 1220 m12 = 720 | 2.14154e-05, 2.38481e-05, 1.89827e-05 | 2.75362e-05, 3.76539e-05, 1.74185e-05 | 0.00301586, 0.00317138, 0.00286034 | 1.72593e-07, 2.05798e-07, 1.39387e-07 | 2.21223e-06, 3.78392e-06, 6.40528e-07 | 3.86304e-05, 4.79588e-05, 2.9302e-05 | 5.636e-06, 9.90667e-06, 1.36533e-06 | 3.796e-07, 7.89159e-07, -2.99585e-08 | 1.22903e-05, 2.17782e-05, 2.80227e-06 | 5.53659e-05, 8.51861e-05, 2.55456e-05 | 
| tanbeta = 10, m0 = 1220 m12 = 740 | 1.65814e-05, 1.8551e-05, 1.46119e-05 | 2.29367e-05, 3.14489e-05, 1.44244e-05 | 0.00249869, 0.00262681, 0.00237057 | 1.65324e-07, 1.97323e-07, 1.33324e-07 | 1.69031e-06, 2.91921e-06, 4.61412e-07 | 3.01045e-05, 3.74719e-05, 2.27371e-05 | 4.444e-06, 7.90648e-06, 9.81524e-07 | 2.91e-07, 6.14611e-07, -3.2611e-08 | 8.48037e-06, 1.51902e-05, 1.77058e-06 | 4.05666e-05, 6.30341e-05, 1.8099e-05 | 
| tanbeta = 10, m0 = 1220 m12 = 760 | 1.28458e-05, 1.44428e-05, 1.12488e-05 | 1.90947e-05, 2.62795e-05, 1.19099e-05 | 0.00208071, 0.00218822, 0.0019732 | 1.58213e-07, 1.89034e-07, 1.27391e-07 | 1.269e-06, 2.21189e-06, 3.26114e-07 | 2.32276e-05, 2.90607e-05, 1.73944e-05 | 3.496e-06, 6.30044e-06, 6.91565e-07 | 2.226e-07, 4.77762e-07, -3.25622e-08 | 5.84416e-06, 1.05686e-05, 1.11972e-06 | 2.95086e-05, 4.63395e-05, 1.26778e-05 | 
| tanbeta = 10, m0 = 1220 m12 = 780 | 9.95338e-06, 1.12533e-05, 8.65341e-06 | 1.58705e-05, 2.19174e-05, 9.82359e-06 | 0.0017318, 0.00182148, 0.00164212 | 1.51234e-07, 1.80993e-07, 1.21474e-07 | 9.55083e-07, 1.68048e-06, 2.29684e-07 | 1.78323e-05, 2.23963e-05, 1.32684e-05 | 2.749e-06, 5.01809e-06, 4.79907e-07 | 1.698e-07, 3.70288e-07, -3.06884e-08 | 4.02e-06, 7.34145e-06, 6.98551e-07 | 2.14775e-05, 3.40904e-05, 8.86468e-06 | 
| tanbeta = 10, m0 = 1220 m12 = 800 | 7.71477e-06, 8.78049e-06, 6.64906e-06 | 1.31908e-05, 1.82766e-05, 8.10506e-06 | 0.00144584, 0.00152088, 0.0013708 | 1.44405e-07, 1.73098e-07, 1.15712e-07 | 7.2188e-07, 1.28202e-06, 1.61736e-07 | 1.37302e-05, 1.73432e-05, 1.01171e-05 | 2.1604e-06, 3.99594e-06, 3.24862e-07 | 1.289e-07, 2.85691e-07, -2.78915e-08 | 2.76e-06, 5.12074e-06, 3.99262e-07 | 1.55851e-05, 2.49846e-05, 6.18556e-06 | 
| tanbeta = 10, m0 = 1220 m12 = 820 | 5.98062e-06, 6.85307e-06, 5.10817e-06 | 1.09564e-05, 1.5234e-05, 6.67885e-06 | 0.00120911, 0.00127217, 0.00114605 | 1.37876e-07, 1.65402e-07, 1.1035e-07 | 5.55e-07, 1.08106e-06, 2.89377e-08 | 9.53946e-06, 1.28579e-05, 6.22099e-06 | 1.6986e-06, 3.17742e-06, 2.19782e-07 | 9.79e-08, 2.20094e-07, -2.42944e-08 | 1.35e-06, 3.28488e-06, -5.84881e-07 | 1.01e-05, 1.74872e-05, 2.71283e-06 | 
| tanbeta = 10, m0 = 1220 m12 = 840 | 4.64586e-06, 5.3596e-06, 3.93213e-06 | 9.0985e-06, 1.26876e-05, 5.50941e-06 | 0.00101233, 0.00106523, 0.000959433 | 1.31413e-07, 1.57966e-07, 1.04859e-07 | 4.13e-07, 8.132e-07, 1.28004e-08 | 7.27567e-06, 9.86675e-06, 4.6846e-06 | 1.3319e-06, 2.52651e-06, 1.37289e-07 | 7.4e-08, 1.69368e-07, -2.1368e-08 | 9.08e-07, 2.2574e-06, -4.41401e-07 | 7.27e-06, 1.27412e-05, 1.79883e-06 | 
| tanbeta = 10, m0 = 1220 m12 = 860 | 3.60337e-06, 4.18803e-06, 3.01871e-06 | 7.54567e-06, 1.0567e-05, 4.52438e-06 | 0.000849762, 0.00089431, 0.000805214 | 1.25387e-07, 1.50958e-07, 9.98146e-08 | 3.05e-07, 6.0769e-07, 2.31034e-09 | 5.50726e-06, 7.51832e-06, 3.49619e-06 | 1.0491e-06, 2.01435e-06, 8.38465e-08 | 5.579e-08, 1.29648e-07, -1.8068e-08 | 6.09e-07, 1.54109e-06, -3.23091e-07 | 5.19e-06, 9.19722e-06, 1.18278e-06 | 
| tanbeta = 10, m0 = 1220 m12 = 880 | 2.79627e-06, 3.27697e-06, 2.31558e-06 | 6.2575e-06, 8.78896e-06, 3.72605e-06 | 0.000714933, 0.000752763, 0.000677103 | 1.19461e-07, 1.44022e-07, 9.48987e-08 | 2.25e-07, 4.52458e-07, -2.45811e-09 | 4.15324e-06, 5.70031e-06, 2.60618e-06 | 8.184e-07, 1.59572e-06, 4.10827e-08 | 4.191e-08, 9.89044e-08, -1.50844e-08 | 4.06e-07, 1.0496e-06, -2.37603e-07 | 3.69e-06, 6.60778e-06, 7.72221e-07 | 
| tanbeta = 10, m0 = 1220 m12 = 900 | 2.17407e-06, 2.5673e-06, 1.78084e-06 | 5.1895e-06, 7.31977e-06, 3.05922e-06 | 0.000601318, 0.000633182, 0.000569454 | 1.13729e-07, 1.3723e-07, 9.02279e-08 | 1.64e-07, 3.34134e-07, -6.13366e-09 | 3.11192e-06, 4.30004e-06, 1.92381e-06 | 6.41e-07, 1.26735e-06, 1.46538e-08 | 3.141e-08, 7.53382e-08, -1.25182e-08 | 2.7e-07, 7.11024e-07, -1.71024e-07 | 2.61e-06, 4.72474e-06, 4.95262e-07 | 
| tanbeta = 10, m0 = 1220 m12 = 920 | 1.68913e-06, 2.01027e-06, 1.36799e-06 | 4.29816e-06, 6.08109e-06, 2.51522e-06 | 0.000505926, 0.000532581, 0.000479271 | 1.08121e-07, 1.30765e-07, 8.54777e-08 | 1.2e-07, 2.46102e-07, -6.10164e-09 | 2.32124e-06, 3.23145e-06, 1.41103e-06 | 5.014e-07, 1.00584e-06, -3.03737e-09 | 2.344e-08, 5.71184e-08, -1.02384e-08 | 1.78e-07, 4.78601e-07, -1.22601e-07 | 1.83e-06, 3.35491e-06, 3.05093e-07 | 
| tanbeta = 10, m0 = 1220 m12 = 940 | 1.31175e-06, 1.57416e-06, 1.04935e-06 | 3.54865e-06, 5.03892e-06, 2.05839e-06 | 0.000427954, 0.000450712, 0.000405196 | 1.0291e-07, 1.2453e-07, 8.12909e-08 | 8.65e-08, 1.79634e-07, -6.6342e-09 | 1.722e-06, 2.41117e-06, 1.03282e-06 | 3.922e-07, 7.97766e-07, -1.33656e-08 | 1.741e-08, 4.31142e-08, -8.2942e-09 | 1.17e-07, 3.20495e-07, -8.64948e-08 | 1.28e-06, 2.36868e-06, 1.91316e-07 | 
| tanbeta = 10, m0 = 1220 m12 = 960 | 1.01939e-06, 1.233e-06, 8.05772e-07 | 2.94695e-06, 4.20217e-06, 1.69173e-06 | 0.000360807, 0.000379826, 0.000341788 | 9.77366e-08, 1.18458e-07, 7.70156e-08 | 6.22e-08, 1.30231e-07, -5.83123e-09 | 1.27468e-06, 1.7951e-06, 7.54265e-07 | 3.0606e-07, 6.31745e-07, -1.96255e-08 | 1.294e-08, 3.25045e-08, -6.62452e-09 | 7.64e-08, 2.13277e-07, -6.04772e-08 | 8.9e-07, 1.6659e-06, 1.14104e-07 | 
| tanbeta = 10, m0 = 1220 m12 = 980 | 7.91984e-07, 9.65792e-07, 6.18176e-07 | 2.43678e-06, 3.48223e-06, 1.39133e-06 | 0.000305175, 0.000321102, 0.000289248 | 9.28548e-08, 1.12737e-07, 7.29722e-08 | 4.44e-08, 9.38571e-08, -5.05707e-09 | 9.36799e-07, 1.32868e-06, 5.44915e-07 | 2.3869e-07, 4.99425e-07, -2.20448e-08 | 9.52e-09, 2.4312e-08, -5.27204e-09 | 4.94e-08, 1.4035e-07, -4.15499e-08 | 6.15e-07, 1.16362e-06, 6.63767e-08 | 
| tanbeta = 10, m0 = 1220 m12 = 1000 | 6.16949e-07, 7.56442e-07, 4.77456e-07 | 2.02137e-06, 2.89994e-06, 1.1428e-06 | 0.000258189, 0.000271601, 0.000244777 | 8.81714e-08, 1.07142e-07, 6.92011e-08 | 3.14e-08, 6.69612e-08, -4.16119e-09 | 6.84625e-07, 9.78994e-07, 3.90255e-07 | 1.8592e-07, 3.94983e-07, -2.31426e-08 | 6.99e-09, 1.81528e-08, -4.17277e-09 | 3.17e-08, 9.17462e-08, -2.83462e-08 | 4.21e-07, 8.05857e-07, 3.61428e-08 | 
| tanbeta = 10, m0 = 1240 m12 = 100 | 0.115957, 0.127656, 0.104257 | 0.00235094, 0.00300521, 0.00169667 | 74.4073, 81.1389, 67.6757 | 3.20427e-07, 3.743e-07, 2.66553e-07 | 0.000568616, 0.00077033, 0.000366902 | 0.00565462, 0.00673664, 0.00457261 | 0.002792, 0.00375498, 0.00182902 | 0.0001549, 0.000229764, 8.00357e-05 | 66.1027, 77.0099, 55.1955 | 0.788487, 0.928893, 0.64808 | 
| tanbeta = 10, m0 = 1240 m12 = 120 | 0.0828257, 0.0911599, 0.0744916 | 0.00219946, 0.0028131, 0.00158583 | 27.5871, 29.8179, 25.3563 | 3.18019e-07, 3.715e-07, 2.64538e-07 | 0.000545982, 0.000740343, 0.000351621 | 0.00547749, 0.00651857, 0.00443641 | 0.002541, 0.00342182, 0.00166018 | 0.0001428, 0.000212741, 7.28594e-05 | 24.7075, 28.7768, 20.6382 | 0.545308, 0.644919, 0.445696 | 
| tanbeta = 10, m0 = 1240 m12 = 140 | 0.0599647, 0.0657879, 0.0541415 | 0.00203698, 0.00260862, 0.00146535 | 13.203, 14.179, 12.227 | 3.153e-07, 3.68643e-07, 2.61956e-07 | 0.000518808, 0.000704258, 0.000333358 | 0.00524043, 0.00623387, 0.00424699 | 0.002269, 0.00306679, 0.00147121 | 0.0001307, 0.000195238, 6.61621e-05 | 10.314, 12.0391, 8.58896 | 0.383172, 0.455438, 0.310906 | 
| tanbeta = 10, m0 = 1240 m12 = 160 | 0.043878, 0.0480032, 0.0397527 | 0.00187067, 0.00240046, 0.00134087 | 7.19033, 7.68077, 6.69989 | 3.12195e-07, 3.64969e-07, 2.5942e-07 | 0.000486888, 0.000662516, 0.000311261 | 0.00496832, 0.00590416, 0.00403249 | 0.0019867, 0.00270089, 0.00127251 | 0.0001175, 0.000176906, 5.80941e-05 | 4.75, 5.59442, 3.90558 | 0.272337, 0.32527, 0.219404 | 
| tanbeta = 10, m0 = 1240 m12 = 180 | 0.0323512, 0.0354235, 0.0292788 | 0.00170202, 0.00218728, 0.00121675 | 4.23517, 4.5104, 3.95994 | 3.08806e-07, 3.61185e-07, 2.56427e-07 | 0.000447786, 0.000610523, 0.000285049 | 0.00461112, 0.00548435, 0.00373789 | 0.001725, 0.00235608, 0.00109392 | 0.000104, 0.000157722, 5.02782e-05 | 2.33, 2.77302, 1.88698 | 0.194895, 0.233776, 0.156014 | 
| tanbeta = 10, m0 = 1240 m12 = 200 | 0.0239246, 0.0261413, 0.021708 | 0.00153791, 0.00197965, 0.00109617 | 2.64034, 2.80296, 2.47772 | 3.04915e-07, 3.56766e-07, 2.53064e-07 | 0.000406103, 0.000555993, 0.000256214 | 0.00423168, 0.00503021, 0.00343316 | 0.0014737, 0.00202533, 0.000922067 | 9.11e-05, 0.000139274, 4.29262e-05 | 1.2, 1.44357, 0.956432 | 0.14025, 0.169151, 0.111348 | 
| tanbeta = 10, m0 = 1240 m12 = 220 | 0.0177982, 0.0194796, 0.0161168 | 0.00137882, 0.00177872, 0.000978916 | 1.72595, 1.82948, 1.62242 | 3.00615e-07, 3.51959e-07, 2.49271e-07 | 0.000368307, 0.000506451, 0.000230163 | 0.00387291, 0.00460077, 0.00314506 | 0.0012534, 0.00173094, 0.000775861 | 7.92e-05, 0.000121799, 3.66006e-05 | 0.644, 0.783347, 0.504653 | 0.102277, 0.124214, 0.0803407 | 
| tanbeta = 10, m0 = 1240 m12 = 240 | 0.0132947, 0.0145251, 0.0120642 | 0.00122861, 0.00158918, 0.000868042 | 1.16253, 1.22967, 1.09539 | 2.96117e-07, 3.46947e-07, 2.45287e-07 | 0.00032641, 0.000450541, 0.00020228 | 0.00347431, 0.00412571, 0.00282292 | 0.0010469, 0.00145922, 0.000634579 | 6.8e-05, 0.000105395, 3.06055e-05 | 0.359, 0.441669, 0.276331 | 0.0745589, 0.0911059, 0.058012 | 
| tanbeta = 10, m0 = 1240 m12 = 260 | 0.00996765, 0.0108942, 0.0090411 | 0.00108543, 0.00140565, 0.000765219 | 0.804382, 0.849791, 0.758973 | 2.91162e-07, 3.41174e-07, 2.4115e-07 | 0.000286175, 0.000396988, 0.000175362 | 0.00309119, 0.00367353, 0.00250885 | 0.0008445, 0.00118254, 0.000506463 | 5.788e-05, 9.04473e-05, 2.53127e-05 | 0.205, 0.25523, 0.15477 | 0.0544377, 0.0669537, 0.0419217 | 
| tanbeta = 10, m0 = 1240 m12 = 280 | 0.00749693, 0.00818642, 0.00680744 | 0.000956084, 0.00123893, 0.000673233 | 0.570211, 0.602026, 0.538396 | 2.85889e-07, 3.35464e-07, 2.36314e-07 | 0.000249687, 0.000348509, 0.000150864 | 0.00274207, 0.00325633, 0.0022278 | 0.0007161, 0.00101131, 0.000420892 | 4.895e-05, 7.7146e-05, 2.0754e-05 | 0.12, 0.15117, 0.0888301 | 0.0401088, 0.0497014, 0.0305161 | 
| tanbeta = 10, m0 = 1240 m12 = 300 | 0.00564559, 0.0061671, 0.00512409 | 0.000836119, 0.00108588, 0.000586357 | 0.410114, 0.432537, 0.387691 | 2.80352e-07, 3.29088e-07, 2.31615e-07 | 0.000213248, 0.000299864, 0.000126631 | 0.00238458, 0.00283996, 0.0019292 | 0.0005957, 0.000849088, 0.000342312 | 4.099e-05, 6.52329e-05, 1.67471e-05 | 0.0717, 0.0914677, 0.0519323 | 0.0293959, 0.0366844, 0.0221074 | 
| tanbeta = 10, m0 = 1240 m12 = 320 | 0.00425943, 0.00464378, 0.00387508 | 0.000728412, 0.000947217, 0.000509607 | 0.300549, 0.316669, 0.284429 | 2.74658e-07, 3.22757e-07, 2.26559e-07 | 0.000180885, 0.000256149, 0.000105621 | 0.00205549, 0.00244786, 0.00166312 | 0.0004911, 0.000705416, 0.000276784 | 3.413e-05, 5.48283e-05, 1.34317e-05 | 0.0436275, 0.0564447, 0.0308102 | 0.0216804, 0.0272285, 0.0161323 | 
| tanbeta = 10, m0 = 1240 m12 = 340 | 0.00322778, 0.00351827, 0.00293728 | 0.000631253, 0.00082316, 0.000439346 | 0.223103, 0.234878, 0.211328 | 2.68643e-07, 3.15928e-07, 2.21359e-07 | 0.000152764, 0.000217527, 8.80005e-05 | 0.00177214, 0.00211208, 0.0014322 | 0.0003964, 0.00057476, 0.00021804 | 2.816e-05, 4.57022e-05, 1.06178e-05 | 0.0268449, 0.0353386, 0.0183511 | 0.0160843, 0.0203707, 0.0117979 | 
| tanbeta = 10, m0 = 1240 m12 = 360 | 0.00244459, 0.00266083, 0.00222834 | 0.000545498, 0.000711926, 0.000379069 | 0.167603, 0.176345, 0.158861 | 2.62585e-07, 3.0897e-07, 2.16199e-07 | 0.000127978, 0.000183821, 7.21349e-05 | 0.00150975, 0.00180153, 0.00121797 | 0.0003215, 0.000470503, 0.000172497 | 2.317e-05, 3.79983e-05, 8.34169e-06 | 0.0167361, 0.0224121, 0.0110601 | 0.0118876, 0.0151803, 0.00859491 | 
| tanbeta = 10, m0 = 1240 m12 = 380 | 0.00185515, 0.00201708, 0.00169323 | 0.000469174, 0.000613293, 0.000325056 | 0.127323, 0.133925, 0.120721 | 2.56177e-07, 3.01816e-07, 2.10538e-07 | 0.000106176, 0.000153829, 5.85226e-05 | 0.00127686, 0.0015247, 0.00102901 | 0.0002592, 0.000382966, 0.000135434 | 1.896e-05, 3.14138e-05, 6.50625e-06 | 0.0106416, 0.014523, 0.00676017 | 0.00880446, 0.011354, 0.00625494 | 
| tanbeta = 10, m0 = 1240 m12 = 400 | 0.00140914, 0.00152836, 0.00128993 | 0.000402223, 0.000527297, 0.000277149 | 0.0975378, 0.102555, 0.0925206 | 2.49804e-07, 2.94259e-07, 2.05349e-07 | 8.779e-05, 0.000128182, 4.73983e-05 | 0.00107983, 0.00129346, 0.000866205 | 0.0002095, 0.000311513, 0.000107487 | 1.542e-05, 2.58002e-05, 5.03981e-06 | 0.0067814, 0.00940715, 0.00415566 | 0.0065274, 0.0084954, 0.0045594 | 
| tanbeta = 10, m0 = 1240 m12 = 420 | 0.00107177, 0.00115959, 0.000983938 | 0.000343711, 0.000451012, 0.00023641 | 0.0753745, 0.0792235, 0.0715255 | 2.43146e-07, 2.86898e-07, 1.99394e-07 | 7.19654e-05, 0.000106061, 3.78702e-05 | 0.000904635, 0.00108301, 0.000726264 | 0.00016824, 0.0002521, 8.43803e-05 | 1.245e-05, 2.11001e-05, 3.79988e-06 | 0.00438371, 0.00619521, 0.00257221 | 0.00485093, 0.00637632, 0.00332555 | 
| tanbeta = 10, m0 = 1240 m12 = 440 | 0.000817209, 0.000882988, 0.000751429 | 0.000293135, 0.000385812, 0.000200458 | 0.0587337, 0.0617261, 0.0557413 | 2.36517e-07, 2.79334e-07, 1.937e-07 | 5.83403e-05, 8.68264e-05, 2.98543e-05 | 0.000750528, 0.000899701, 0.000601355 | 0.0001344, 0.000203781, 6.50186e-05 | 1.003e-05, 1.721e-05, 2.85e-06 | 0.00285732, 0.00410928, 0.00160536 | 0.0035979, 0.00477531, 0.00242049 | 
| tanbeta = 10, m0 = 1240 m12 = 460 | 0.00062601, 0.000676909, 0.000575111 | 0.000249346, 0.00032874, 0.000169952 | 0.046071, 0.0484011, 0.0437409 | 2.29691e-07, 2.71497e-07, 1.87885e-07 | 4.73482e-05, 7.10944e-05, 2.36021e-05 | 0.000621564, 0.000745853, 0.000497274 | 0.00010791, 0.000164984, 5.08359e-05 | 8.05e-06, 1.39835e-05, 2.11652e-06 | 0.00187458, 0.00274626, 0.00100291 | 0.00267834, 0.00358662, 0.00177007 | 
| tanbeta = 10, m0 = 1240 m12 = 480 | 0.000479223, 0.000517774, 0.000440672 | 0.000211423, 0.000279286, 0.00014356 | 0.0364182, 0.0382571, 0.0345793 | 2.22887e-07, 2.63677e-07, 1.82096e-07 | 3.80015e-05, 5.7641e-05, 1.83619e-05 | 0.000510894, 0.000614405, 0.000407383 | 8.589e-05, 0.000132618, 3.91624e-05 | 6.427e-06, 1.1306e-05, 1.548e-06 | 0.00124107, 0.00184893, 0.000633204 | 0.00197591, 0.00267631, 0.00127551 | 
| tanbeta = 10, m0 = 1240 m12 = 500 | 0.000368347, 0.000397221, 0.000339473 | 0.000179035, 0.000237176, 0.000120893 | 0.0289741, 0.0304475, 0.0275007 | 2.15982e-07, 2.55785e-07, 1.76179e-07 | 3.04509e-05, 4.66933e-05, 1.42084e-05 | 0.000419921, 0.000505938, 0.000333905 | 6.852e-05, 0.000106776, 3.02635e-05 | 5.115e-06, 9.11645e-06, 1.11355e-06 | 0.000830428, 0.00125762, 0.000403234 | 0.00147026, 0.00201151, 0.000929012 | 
| tanbeta = 10, m0 = 1240 m12 = 520 | 0.000282964, 0.000304798, 0.00026113 | 0.000151168, 0.000200783, 0.000101554 | 0.0231226, 0.0242927, 0.0219525 | 2.09118e-07, 2.48023e-07, 1.70213e-07 | 2.42127e-05, 3.75443e-05, 1.08812e-05 | 0.000341067, 0.000411473, 0.00027066 | 5.448e-05, 8.57393e-05, 2.32207e-05 | 4.055e-06, 7.32172e-06, 7.88278e-07 | 0.000552584, 0.000851574, 0.000253593 | 0.00108905, 0.00150589, 0.000672202 | 
| tanbeta = 10, m0 = 1240 m12 = 540 | 0.000217277, 0.000234695, 0.000199859 | 0.000127506, 0.000169926, 8.50855e-05 | 0.0185321, 0.0194677, 0.0175965 | 2.02213e-07, 2.40183e-07, 1.64243e-07 | 1.92603e-05, 3.01406e-05, 8.38008e-06 | 0.000277409, 0.000335278, 0.000219539 | 4.341e-05, 6.89998e-05, 1.78202e-05 | 3.213e-06, 5.88127e-06, 5.44734e-07 | 0.000372757, 0.000583341, 0.000162173 | 0.000810634, 0.00113328, 0.000487991 | 
| tanbeta = 10, m0 = 1240 m12 = 560 | 0.000166982, 0.000180868, 0.000153096 | 0.000107378, 0.000143449, 7.13081e-05 | 0.0149453, 0.0157014, 0.0141892 | 1.95302e-07, 2.32129e-07, 1.58475e-07 | 1.5112e-05, 2.3904e-05, 6.31999e-06 | 0.000223341, 0.000270524, 0.000176158 | 3.442e-05, 5.52737e-05, 1.35663e-05 | 2.533e-06, 4.69456e-06, 3.71445e-07 | 0.000252562, 0.000402178, 0.000102946 | 0.000601026, 0.000849389, 0.000352664 | 
| tanbeta = 10, m0 = 1240 m12 = 580 | 0.000128354, 0.000139308, 0.000117401 | 9.03577e-05, 0.000120988, 5.97273e-05 | 0.0120946, 0.0127068, 0.0114824 | 1.88537e-07, 2.24398e-07, 1.52675e-07 | 1.18944e-05, 1.90159e-05, 4.77298e-06 | 0.000179516, 0.000218508, 0.000140524 | 2.733e-05, 4.44592e-05, 1.02008e-05 | 1.993e-06, 3.74669e-06, 2.39312e-07 | 0.00017158, 0.000277525, 6.56352e-05 | 0.000445768, 0.000636852, 0.000254685 | 
