| Interactions | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg |
| tanbeta = 10, m0 = 2080 m12 = 760 | 5.46135e-06, 6.19485e-06, 4.72784e-06 | 1.06409e-06, 1.55268e-06, 5.75506e-07 | 0.00245007, 0.0025784, 0.00232174 | 2.76696e-11, 4.53202e-11, 1.0019e-11 | 1.94e-09, 4.36511e-09, -4.85109e-10 | 4.25398e-08, 6.51965e-08, 1.9883e-08 | 1.897e-07, 4.00017e-07, -2.06174e-08 | 1.9142e-09, 5.20277e-09, -1.37437e-09 | 3.25e-06, 7.33718e-06, -8.37183e-07 | 1.51e-06, 2.79072e-06, 2.29284e-07 | 
| tanbeta = 10, m0 = 2080 m12 = 780 | 4.27826e-06, 4.88795e-06, 3.66857e-06 | 9.18231e-07, 1.34247e-06, 4.93994e-07 | 0.00203495, 0.00214169, 0.00192821 | 2.68136e-11, 4.39309e-11, 9.69631e-12 | 1.43e-09, 3.22118e-09, -3.61181e-10 | 3.26638e-08, 5.04052e-08, 1.49224e-08 | 1.5332e-07, 3.28124e-07, -2.14837e-08 | 1.4934e-09, 4.10714e-09, -1.12034e-09 | 2.17e-06, 5.01419e-06, -6.74188e-07 | 1.08e-06, 2.01209e-06, 1.47908e-07 | 
| tanbeta = 10, m0 = 2080 m12 = 800 | 3.3596e-06, 3.86011e-06, 2.8591e-06 | 7.90158e-07, 1.15989e-06, 4.20426e-07 | 0.00169622, 0.00178547, 0.00160697 | 2.59532e-11, 4.25574e-11, 9.34901e-12 | 1.04e-09, 2.34935e-09, -2.69355e-10 | 2.47991e-08, 3.85505e-08, 1.10478e-08 | 1.2402e-07, 2.68619e-07, -2.05788e-08 | 1.155e-09, 3.22101e-09, -9.11012e-10 | 1.45e-06, 3.42098e-06, -5.20976e-07 | 7.7e-07, 1.44776e-06, 9.22387e-08 | 
| tanbeta = 10, m0 = 2080 m12 = 820 | 2.63619e-06, 3.0547e-06, 2.21767e-06 | 6.79141e-07, 9.99126e-07, 3.59156e-07 | 0.00141653, 0.00149144, 0.00134162 | 2.51197e-11, 4.1178e-11, 9.06145e-12 | 7.5e-10, 1.69301e-09, -1.93013e-10 | 1.86661e-08, 2.92492e-08, 8.08305e-09 | 1.00686e-07, 2.20227e-07, -1.88551e-08 | 8.926e-10, 2.5148e-09, -7.29599e-10 | 9.62e-07, 2.32245e-06, -3.98455e-07 | 5.44e-07, 1.03329e-06, 5.47093e-08 | 
| tanbeta = 10, m0 = 2080 m12 = 840 | 2.06593e-06, 2.40895e-06, 1.72291e-06 | 5.82573e-07, 8.59758e-07, 3.05388e-07 | 0.00118389, 0.00124671, 0.00112107 | 2.42982e-11, 3.98469e-11, 8.74948e-12 | 5.35e-10, 1.20745e-09, -1.37449e-10 | 1.39904e-08, 2.20667e-08, 5.91402e-09 | 8.12e-08, 1.80162e-07, -1.77623e-08 | 6.829e-10, 1.94055e-09, -5.74754e-10 | 6.38e-07, 1.57336e-06, -2.97359e-07 | 3.82e-07, 7.32651e-07, 3.13492e-08 | 
| tanbeta = 10, m0 = 2080 m12 = 860 | 1.62053e-06, 1.90549e-06, 1.33556e-06 | 4.9914e-07, 7.3851e-07, 2.59769e-07 | 0.000992674, 0.00104554, 0.000939805 | 2.3477e-11, 3.85049e-11, 8.44905e-12 | 3.78e-10, 8.53296e-10, -9.72956e-11 | 1.03e-08, 1.65015e-08, 4.09848e-09 | 6.5356e-08, 1.46844e-07, -1.61316e-08 | 5.09e-10, 1.46716e-09, -4.49155e-10 | 4.21e-07, 1.06053e-06, -2.18531e-07 | 2.66e-07, 5.15186e-07, 1.68141e-08 | 
| tanbeta = 10, m0 = 2080 m12 = 880 | 1.27087e-06, 1.50438e-06, 1.03735e-06 | 4.26928e-07, 6.33614e-07, 2.20243e-07 | 0.00083217, 0.000876556, 0.000787784 | 2.26671e-11, 3.72022e-11, 8.1319e-12 | 2.63e-10, 5.92582e-10, -6.65824e-11 | 7.53e-09, 1.2227e-08, 2.83296e-09 | 5.2644e-08, 1.19567e-07, -1.42792e-08 | 3.85e-10, 1.123e-09, -3.53e-10 | 2.76e-07, 7.11346e-07, -1.59346e-07 | 1.84e-07, 3.60021e-07, 7.97887e-09 | 
| tanbeta = 10, m0 = 2080 m12 = 900 | 9.97317e-07, 1.19016e-06, 8.04478e-07 | 3.65254e-07, 5.43763e-07, 1.86744e-07 | 0.000698966, 0.0007363, 0.000661632 | 2.18804e-11, 3.59051e-11, 7.85579e-12 | 1.82e-10, 4.09242e-10, -4.52425e-11 | 5.43e-09, 8.96315e-09, 1.89685e-09 | 4.2158e-08, 9.70178e-08, -1.27018e-08 | 2.89e-10, 8.53604e-10, -2.75604e-10 | 1.8e-07, 4.72957e-07, -1.12957e-07 | 1.26e-07, 2.49151e-07, 2.84896e-09 | 
| tanbeta = 10, m0 = 2080 m12 = 920 | 7.81998e-07, 9.41239e-07, 6.22757e-07 | 3.11131e-07, 4.63634e-07, 1.58628e-07 | 0.000588264, 0.000620279, 0.000556249 | 2.11055e-11, 3.46471e-11, 7.56402e-12 | 1.24e-10, 2.7776e-10, -2.97595e-11 | 3.88e-09, 6.50979e-09, 1.25021e-09 | 3.3691e-08, 7.84974e-08, -1.11154e-08 | 2.15e-10, 6.43702e-10, -2.13702e-10 | 1.17e-07, 3.14978e-07, -8.09785e-08 | 8.6e-08, 1.71573e-07, 4.27306e-10 | 
| tanbeta = 10, m0 = 2080 m12 = 940 | 6.13153e-07, 7.44321e-07, 4.81984e-07 | 2.65253e-07, 3.96472e-07, 1.34034e-07 | 0.000495243, 0.000521941, 0.000468545 | 2.03313e-11, 3.33804e-11, 7.2821e-12 | 8.31e-11, 1.85556e-10, -1.93559e-11 | 2.74e-09, 4.67666e-09, 8.03341e-10 | 2.6941e-08, 6.34617e-08, -9.57975e-09 | 1.6e-10, 4.83613e-10, -1.63613e-10 | 7.56e-08, 2.07071e-07, -5.58713e-08 | 5.79e-08, 1.16577e-07, -7.77398e-10 | 
| tanbeta = 10, m0 = 2080 m12 = 960 | 4.80364e-07, 5.87421e-07, 3.73306e-07 | 2.25263e-07, 3.3749e-07, 1.13037e-07 | 0.000416907, 0.000439006, 0.000394808 | 1.95883e-11, 3.21688e-11, 7.00777e-12 | 5.52e-11, 1.22484e-10, -1.20843e-11 | 1.91e-09, 3.32662e-09, 4.9338e-10 | 2.1403e-08, 5.11457e-08, -8.33974e-09 | 1.17e-10, 3.58926e-10, -1.24926e-10 | 4.84e-08, 1.35282e-07, -3.8482e-08 | 3.86e-08, 7.84725e-08, -1.27254e-09 | 
| tanbeta = 10, m0 = 2080 m12 = 980 | 3.78002e-07, 4.65112e-07, 2.90892e-07 | 1.914e-07, 2.87525e-07, 9.52743e-08 | 0.000351459, 0.000370046, 0.000332872 | 1.88567e-11, 3.09664e-11, 6.74705e-12 | 3.62e-11, 7.96332e-11, -7.23325e-12 | 1.32e-09, 2.33956e-09, 3.00439e-10 | 1.69749e-08, 4.10994e-08, -7.14965e-09 | 8.52e-11, 2.64546e-10, -9.41462e-11 | 3.07e-08, 8.77733e-08, -2.63733e-08 | 2.55e-08, 5.23337e-08, -1.33372e-09 | 
| tanbeta = 10, m0 = 2080 m12 = 1000 | 2.96381e-07, 3.66811e-07, 2.25951e-07 | 1.62382e-07, 2.44998e-07, 7.97651e-08 | 0.000297451, 0.000313037, 0.000281865 | 1.81408e-11, 2.97999e-11, 6.48164e-12 | 2.34e-11, 5.10493e-11, -4.24931e-12 | 8.96e-10, 1.62293e-09, 1.69072e-10 | 1.34538e-08, 3.29787e-08, -6.07108e-09 | 6.14e-11, 1.93061e-10, -7.02613e-11 | 1.93e-08, 5.62904e-08, -1.76904e-08 | 1.66e-08, 3.44371e-08, -1.23705e-09 | 
| tanbeta = 10, m0 = 2100 m12 = 140 | 0.0107405, 0.0116294, 0.00985152 | 2.64549e-05, 3.63059e-05, 1.66038e-05 | 27.4987, 29.7571, 25.2403 | 4.42053e-11, 7.26414e-11, 1.57692e-11 | 3.18e-07, 6.7897e-07, -4.29698e-08 | 2.66431e-06, 3.67307e-06, 1.65555e-06 | 1.7607e-05, 2.87597e-05, 6.45425e-06 | 2.1317e-07, 4.40996e-07, -1.4656e-08 | 9.31318, 10.8553, 7.77106 | 0.011696, 0.0154239, 0.00796812 | 
| tanbeta = 10, m0 = 2100 m12 = 160 | 0.00824078, 0.00894287, 0.00753868 | 2.52016e-05, 3.46163e-05, 1.57869e-05 | 10.7205, 11.4965, 9.94451 | 4.37694e-11, 7.19268e-11, 1.56121e-11 | 3e-07, 6.3927e-07, -3.92703e-08 | 2.61176e-06, 3.61121e-06, 1.61232e-06 | 1.6595e-05, 2.71582e-05, 6.03176e-06 | 2.009e-07, 4.17657e-07, -1.58567e-08 | 4.28, 5.01716, 3.54284 | 0.00866808, 0.0115248, 0.00581137 | 
| tanbeta = 10, m0 = 2100 m12 = 180 | 0.0063578, 0.00690758, 0.00580801 | 2.3891e-05, 3.28684e-05, 1.49136e-05 | 5.50773, 5.87253, 5.14293 | 4.33261e-11, 7.12002e-11, 1.54519e-11 | 2.82e-07, 5.99008e-07, -3.50082e-08 | 2.54857e-06, 3.52035e-06, 1.57678e-06 | 1.5482e-05, 2.54059e-05, 5.55815e-06 | 1.8861e-07, 3.94797e-07, -1.75772e-08 | 2.1, 2.48513, 1.71487 | 0.00645191, 0.00864528, 0.00425854 | 
| tanbeta = 10, m0 = 2100 m12 = 200 | 0.00490691, 0.00533745, 0.00447637 | 2.2514e-05, 3.09594e-05, 1.40686e-05 | 3.20751, 3.4103, 3.00472 | 4.2975e-11, 7.06477e-11, 1.53024e-11 | 2.63e-07, 5.57557e-07, -3.15565e-08 | 2.47015e-06, 3.41716e-06, 1.52315e-06 | 1.4268e-05, 2.35449e-05, 4.99106e-06 | 1.7631e-07, 3.69387e-07, -1.67666e-08 | 1.08, 1.29063, 0.869372 | 0.00484907, 0.00654481, 0.00315333 | 
| tanbeta = 10, m0 = 2100 m12 = 220 | 0.00380961, 0.0041336, 0.00348562 | 2.11346e-05, 2.91027e-05, 1.31665e-05 | 2.01631, 2.13694, 1.89568 | 4.2512e-11, 6.98941e-11, 1.51299e-11 | 2.43e-07, 5.14997e-07, -2.89975e-08 | 2.36781e-06, 3.28041e-06, 1.45521e-06 | 1.3054e-05, 2.16426e-05, 4.46541e-06 | 1.6197e-07, 3.4177e-07, -1.78299e-08 | 0.58, 0.699912, 0.460088 | 0.0036512, 0.00496615, 0.00233626 | 
| tanbeta = 10, m0 = 2100 m12 = 240 | 0.00295616, 0.00320926, 0.00270306 | 1.97307e-05, 2.71999e-05, 1.22614e-05 | 1.32679, 1.40358, 1.25 | 4.20478e-11, 6.91395e-11, 1.4956e-11 | 2.24e-07, 4.73701e-07, -2.57011e-08 | 2.25548e-06, 3.12695e-06, 1.38402e-06 | 1.1841e-05, 1.97644e-05, 3.91764e-06 | 1.4765e-07, 3.13975e-07, -1.86752e-08 | 0.322, 0.392534, 0.251466 | 0.00275913, 0.00378633, 0.00173193 | 
| tanbeta = 10, m0 = 2100 m12 = 260 | 0.00230371, 0.00250161, 0.00210581 | 1.83341e-05, 2.53102e-05, 1.13581e-05 | 0.911269, 0.962305, 0.860233 | 4.15913e-11, 6.84152e-11, 1.47674e-11 | 2.04e-07, 4.31344e-07, -2.33438e-08 | 2.13007e-06, 2.95994e-06, 1.30021e-06 | 1.0728e-05, 1.79767e-05, 3.47927e-06 | 1.3535e-07, 2.88772e-07, -1.80723e-08 | 0.183, 0.225531, 0.140469 | 0.00209235, 0.00289546, 0.00128923 | 
| tanbeta = 10, m0 = 2100 m12 = 280 | 0.00179699, 0.00194962, 0.00164436 | 1.69624e-05, 2.34491e-05, 1.04756e-05 | 0.642655, 0.677736, 0.607574 | 4.11125e-11, 6.76332e-11, 1.45918e-11 | 1.85e-07, 3.90821e-07, -2.08214e-08 | 1.99029e-06, 2.76776e-06, 1.21282e-06 | 9.635e-06, 1.61948e-05, 3.07522e-06 | 1.2204e-07, 2.62018e-07, -1.79385e-08 | 0.107, 0.133334, 0.0806661 | 0.00158648, 0.00221594, 0.000957022 | 
| tanbeta = 10, m0 = 2100 m12 = 300 | 0.00140312, 0.00152213, 0.00128411 | 1.56206e-05, 2.16292e-05, 9.61204e-06 | 0.460267, 0.484897, 0.435637 | 4.00532e-11, 6.60765e-11, 1.403e-11 | 1.66e-07, 3.50926e-07, -1.89255e-08 | 1.84747e-06, 2.57924e-06, 1.11569e-06 | 8.542e-06, 1.45015e-05, 2.58247e-06 | 1.0873e-07, 2.3542e-07, -1.79597e-08 | 0.0642, 0.080873, 0.047527 | 0.00120657, 0.00170071, 0.000712436 | 
| tanbeta = 10, m0 = 2100 m12 = 320 | 0.00109762, 0.00119117, 0.00100408 | 1.4341e-05, 1.98799e-05, 8.80208e-06 | 0.338727, 0.356828, 0.320626 | 3.95648e-11, 6.5293e-11, 1.38366e-11 | 1.48e-07, 3.1347e-07, -1.74696e-08 | 1.69537e-06, 2.37094e-06, 1.01979e-06 | 7.5505e-06, 1.28961e-05, 2.20485e-06 | 9.684e-08, 2.11255e-07, -1.75745e-08 | 0.039, 0.0496846, 0.0283154 | 0.000918809, 0.00130624, 0.000531378 | 
| tanbeta = 10, m0 = 2100 m12 = 340 | 0.000857842, 0.000929746, 0.000785937 | 1.31062e-05, 1.82041e-05, 8.0082e-06 | 0.251937, 0.265243, 0.238632 | 3.8972e-11, 6.42992e-11, 1.36448e-11 | 1.31e-07, 2.77644e-07, -1.5644e-08 | 1.55378e-06, 2.1756e-06, 9.31966e-07 | 6.6398e-06, 1.14166e-05, 1.86297e-06 | 8.567e-08, 1.88457e-07, -1.71168e-08 | 0.0240237, 0.0310584, 0.016989 | 0.000698433, 0.00100047, 0.000396395 | 
| tanbeta = 10, m0 = 2100 m12 = 360 | 0.000672712, 0.000728238, 0.000617186 | 1.19318e-05, 1.65983e-05, 7.26537e-06 | 0.189739, 0.199582, 0.179896 | 3.83996e-11, 6.33911e-11, 1.3408e-11 | 1.15e-07, 2.44526e-07, -1.45256e-08 | 1.4027e-06, 1.96979e-06, 8.35618e-07 | 5.7998e-06, 1.00477e-05, 1.55187e-06 | 7.521e-08, 1.66626e-07, -1.62058e-08 | 0.0149628, 0.0197082, 0.0102173 | 0.000531527, 0.00076778, 0.000295275 | 
| tanbeta = 10, m0 = 2100 m12 = 380 | 0.000526334, 0.000567903, 0.000484764 | 1.08235e-05, 1.5091e-05, 6.55602e-06 | 0.144622, 0.152085, 0.137159 | 3.77868e-11, 6.2419e-11, 1.31546e-11 | 1.01e-07, 2.14225e-07, -1.22247e-08 | 1.25411e-06, 1.76807e-06, 7.40143e-07 | 5.0407e-06, 8.79815e-06, 1.28325e-06 | 6.557e-08, 1.46494e-07, -1.53541e-08 | 0.00941206, 0.0125849, 0.00623918 | 0.000403914, 0.000588703, 0.000219125 | 
| tanbeta = 10, m0 = 2100 m12 = 400 | 0.00041314, 0.000445753, 0.000380527 | 9.78211e-06, 1.36598e-05, 5.90444e-06 | 0.111377, 0.117066, 0.105688 | 3.66065e-11, 6.06282e-11, 1.25848e-11 | 8.71e-08, 1.85599e-07, -1.13988e-08 | 1.11767e-06, 1.5808e-06, 6.54533e-07 | 4.3625e-06, 7.67881e-06, 1.04619e-06 | 5.686e-08, 1.28212e-07, -1.44919e-08 | 0.00602798, 0.00819418, 0.00386178 | 0.000309009, 0.000453786, 0.000164232 | 
| tanbeta = 10, m0 = 2100 m12 = 420 | 0.000324278, 0.000350078, 0.000298478 | 8.80687e-06, 1.23231e-05, 5.29067e-06 | 0.0864499, 0.0908445, 0.0820553 | 3.48385e-11, 5.74085e-11, 1.22685e-11 | 7.48e-08, 1.59857e-07, -1.0257e-08 | 9.84771e-07, 1.39712e-06, 5.72425e-07 | 3.7552e-06, 6.66713e-06, 8.43273e-07 | 4.906e-08, 1.11569e-07, -1.34491e-08 | 0.00386096, 0.00533327, 0.00238865 | 0.000234212, 0.000347241, 0.000121182 | 
| tanbeta = 10, m0 = 2100 m12 = 440 | 0.000255422, 0.000275707, 0.000235137 | 7.91676e-06, 1.11065e-05, 4.727e-06 | 0.0677203, 0.0711672, 0.0642734 | 3.4241e-11, 5.64357e-11, 1.20464e-11 | 6.37e-08, 1.36399e-07, -8.99877e-09 | 8.5997e-07, 1.22385e-06, 4.96088e-07 | 3.2186e-06, 5.76808e-06, 6.69117e-07 | 4.208e-08, 9.65059e-08, -1.23459e-08 | 0.00250687, 0.00352308, 0.00149066 | 0.00017841, 0.0002668, 9.00208e-05 | 
| tanbeta = 10, m0 = 2100 m12 = 460 | 0.000201056, 0.000217157, 0.000184955 | 7.07361e-06, 9.94723e-06, 4.19998e-06 | 0.0531989, 0.055899, 0.0504988 | 3.35875e-11, 5.53738e-11, 1.18013e-11 | 5.38e-08, 1.15508e-07, -7.90833e-09 | 7.44685e-07, 1.06258e-06, 4.26786e-07 | 2.7528e-06, 4.97371e-06, 5.31885e-07 | 3.5822e-08, 8.30226e-08, -1.13786e-08 | 0.00163965, 0.00234322, 0.000936072 | 0.000134924, 0.000203525, 6.63223e-05 | 
| tanbeta = 10, m0 = 2100 m12 = 480 | 0.000158327, 0.00017088, 0.000145775 | 6.3119e-06, 8.90308e-06, 3.72073e-06 | 0.0421635, 0.0443059, 0.0400211 | 3.29065e-11, 5.4267e-11, 1.15461e-11 | 4.51e-08, 9.70755e-08, -6.87554e-09 | 6.40951e-07, 9.18042e-07, 3.6386e-07 | 2.3377e-06, 4.26333e-06, 4.12075e-07 | 3.0381e-08, 7.10305e-08, -1.02685e-08 | 0.00107749, 0.00157056, 0.000584423 | 0.000102309, 0.000156021, 4.85975e-05 | 
| tanbeta = 10, m0 = 2100 m12 = 500 | 0.00012419, 0.0001344, 0.00011398 | 5.61792e-06, 7.93133e-06, 3.30451e-06 | 0.0335823, 0.0352836, 0.031881 | 3.11377e-11, 5.10415e-11, 1.12339e-11 | 3.75e-08, 8.09956e-08, -5.9956e-09 | 5.47105e-07, 7.86466e-07, 3.07744e-07 | 1.9833e-06, 3.65491e-06, 3.11694e-07 | 2.5557e-08, 6.046e-08, -9.34596e-09 | 0.00070757, 0.00104858, 0.000366561 | 7.70744e-05, 0.000118497, 3.56518e-05 | 
| tanbeta = 10, m0 = 2100 m12 = 520 | 9.75394e-05, 0.000105947, 8.91316e-05 | 4.97694e-06, 7.04604e-06, 2.90785e-06 | 0.0268921, 0.0282515, 0.0255327 | 3.04609e-11, 4.99638e-11, 1.09579e-11 | 3.1e-08, 6.72322e-08, -5.23216e-09 | 4.63439e-07, 6.68879e-07, 2.57999e-07 | 1.6795e-06, 3.12396e-06, 2.3504e-07 | 2.145e-08, 5.12094e-08, -8.30936e-09 | 0.000471911, 0.000711442, 0.00023238 | 5.82479e-05, 9.03403e-05, 2.61554e-05 | 
| tanbeta = 10, m0 = 2100 m12 = 540 | 7.6481e-05, 8.32297e-05, 6.97322e-05 | 4.41149e-06, 6.26225e-06, 2.56073e-06 | 0.0216065, 0.0226959, 0.0205171 | 2.98244e-11, 4.8932e-11, 1.07168e-11 | 2.54e-08, 5.52446e-08, -4.44463e-09 | 3.89333e-07, 5.64224e-07, 2.14442e-07 | 1.3162e-06, 2.47452e-06, 1.57879e-07 | 1.7856e-08, 4.30712e-08, -7.35922e-09 | 0.000312928, 0.000479915, 0.000145941 | 4.36826e-05, 6.83568e-05, 1.90084e-05 | 
| tanbeta = 10, m0 = 2100 m12 = 560 | 6.00046e-05, 6.54546e-05, 5.45545e-05 | 3.8894e-06, 5.53483e-06, 2.24396e-06 | 0.0174789, 0.0183648, 0.016593 | 2.91153e-11, 4.77934e-11, 1.04373e-11 | 2.06e-08, 4.49949e-08, -3.79485e-09 | 3.25039e-07, 4.73176e-07, 1.76902e-07 | 1.1634e-06, 2.20228e-06, 1.24524e-07 | 1.4776e-08, 3.60476e-08, -6.49563e-09 | 0.00020935, 0.0003264, 9.22996e-05 | 3.28903e-05, 5.19116e-05, 1.3869e-05 | 
| tanbeta = 10, m0 = 2100 m12 = 580 | 4.71363e-05, 5.16001e-05, 4.26726e-05 | 3.42342e-06, 4.88784e-06, 1.959e-06 | 0.0141609, 0.0148781, 0.0134437 | 2.84384e-11, 4.66832e-11, 1.01936e-11 | 1.66e-08, 3.63738e-08, -3.17383e-09 | 2.69031e-07, 3.93541e-07, 1.44521e-07 | 9.89e-07, 1.89611e-06, 8.18922e-08 | 1.2207e-08, 3.0096e-08, -5.68201e-09 | 0.00014077, 0.000223185, 5.83548e-05 | 2.46177e-05, 3.91603e-05, 1.0075e-05 | 
| tanbeta = 10, m0 = 2100 m12 = 600 | 3.69994e-05, 4.05786e-05, 3.34202e-05 | 3.00586e-06, 4.29813e-06, 1.71359e-06 | 0.0115513, 0.0121395, 0.0109631 | 2.77849e-11, 4.56407e-11, 9.92901e-12 | 1.32e-08, 2.89639e-08, -2.56391e-09 | 2.21673e-07, 3.25881e-07, 1.17466e-07 | 8.2801e-07, 1.60489e-06, 5.11313e-08 | 1e-08, 2.48855e-08, -4.88549e-09 | 9.52747e-05, 0.000153347, 3.72022e-05 | 1.84275e-05, 2.95702e-05, 7.28486e-06 | 
| tanbeta = 10, m0 = 2100 m12 = 620 | 2.90742e-05, 3.20256e-05, 2.61228e-05 | 2.63354e-06, 3.77517e-06, 1.4919e-06 | 0.00943342, 0.00991548, 0.00895136 | 2.70682e-11, 4.44638e-11, 9.67254e-12 | 1.05e-08, 2.31531e-08, -2.1531e-09 | 1.80646e-07, 2.66837e-07, 9.44553e-08 | 6.9133e-07, 1.35552e-06, 2.71419e-08 | 8.151e-09, 2.05332e-08, -4.23125e-09 | 5.28e-05, 0.000102026, 3.57406e-06 | 1.27e-05, 2.19599e-05, 3.44009e-06 | 
| tanbeta = 10, m0 = 2100 m12 = 640 | 2.2827e-05, 2.52284e-05, 2.04256e-05 | 2.2989e-06, 3.3092e-06, 1.28861e-06 | 0.0077268, 0.00812368, 0.00732992 | 2.63336e-11, 4.32654e-11, 9.40179e-12 | 8.23e-09, 1.82101e-08, -1.75011e-09 | 1.46326e-07, 2.17436e-07, 7.52147e-08 | 5.7594e-07, 1.14175e-06, 1.01256e-08 | 6.621e-09, 1.6849e-08, -3.60696e-09 | 3.54e-05, 7.00011e-05, 7.98922e-07 | 9.37e-06, 1.63836e-05, 2.35638e-06 | 
| tanbeta = 10, m0 = 2100 m12 = 660 | 1.7918e-05, 1.98589e-05, 1.5977e-05 | 2.00427e-06, 2.89151e-06, 1.11703e-06 | 0.00633988, 0.00666447, 0.00601529 | 2.56359e-11, 4.21353e-11, 9.13645e-12 | 6.41e-09, 1.42416e-08, -1.42159e-09 | 1.17641e-07, 1.75768e-07, 5.95148e-08 | 4.7678e-07, 9.56422e-07, -2.86238e-09 | 5.338e-09, 1.37636e-08, -3.08763e-09 | 2.38e-05, 4.80407e-05, -4.40714e-07 | 6.9e-06, 1.21649e-05, 1.63505e-06 | 
| tanbeta = 10, m0 = 2100 m12 = 680 | 1.40699e-05, 1.56492e-05, 1.24906e-05 | 1.74436e-06, 2.52258e-06, 9.66148e-07 | 0.00521488, 0.00548255, 0.00494721 | 2.49375e-11, 4.10121e-11, 8.86282e-12 | 4.94e-09, 1.10144e-08, -1.13436e-09 | 9.38292e-08, 1.40999e-07, 4.66599e-08 | 3.9383e-07, 7.98693e-07, -1.1033e-08 | 4.291e-09, 1.11694e-08, -2.58741e-09 | 1.6e-05, 3.30237e-05, -1.02371e-06 | 5.06e-06, 9.00321e-06, 1.11679e-06 | 
| tanbeta = 10, m0 = 2100 m12 = 700 | 1.10535e-05, 1.23549e-05, 9.75212e-06 | 1.51814e-06, 2.20231e-06, 8.33968e-07 | 0.00430158, 0.00452249, 0.00408067 | 2.42494e-11, 3.98836e-11, 8.61512e-12 | 3.77e-09, 8.43536e-09, -8.95356e-10 | 7.41624e-08, 1.12066e-07, 3.62584e-08 | 3.2205e-07, 6.61144e-07, -1.70435e-08 | 3.4189e-09, 9.01033e-09, -2.17253e-09 | 1.07e-05, 2.26577e-05, -1.25766e-06 | 3.7e-06, 6.64643e-06, 7.53574e-07 | 
| tanbeta = 10, m0 = 2100 m12 = 720 | 8.67772e-06, 9.74618e-06, 7.60927e-06 | 1.31819e-06, 1.91648e-06, 7.1989e-07 | 0.0035618, 0.00374622, 0.00337738 | 2.35408e-11, 3.87242e-11, 8.35748e-12 | 2.86e-09, 6.40869e-09, -6.88694e-10 | 5.82672e-08, 8.86432e-08, 2.78912e-08 | 2.6342e-07, 5.46469e-07, -1.96285e-08 | 2.7112e-09, 7.23177e-09, -1.80937e-09 | 7.21e-06, 1.55678e-05, -1.14779e-06 | 2.69e-06, 4.88166e-06, 4.98339e-07 | 
| tanbeta = 10, m0 = 2100 m12 = 740 | 6.82033e-06, 7.69805e-06, 5.94262e-06 | 1.14278e-06, 1.66547e-06, 6.20094e-07 | 0.00295883, 0.0031125, 0.00280516 | 2.28447e-11, 3.75938e-11, 8.09559e-12 | 2.14e-09, 4.81495e-09, -5.34953e-10 | 4.541e-08, 6.94985e-08, 2.13215e-08 | 2.149e-07, 4.50696e-07, -2.08959e-08 | 2.137e-09, 5.76904e-09, -1.49504e-09 | 4.83e-06, 1.06754e-05, -1.01535e-06 | 1.94e-06, 3.55854e-06, 3.2146e-07 | 
| tanbeta = 10, m0 = 2100 m12 = 760 | 5.35366e-06, 6.08294e-06, 4.62439e-06 | 9.88139e-07, 1.44361e-06, 5.32666e-07 | 0.00245671, 0.00258604, 0.00232738 | 2.21573e-11, 3.64762e-11, 7.83833e-12 | 1.59e-09, 3.58333e-09, -4.03327e-10 | 3.50802e-08, 5.40532e-08, 1.61072e-08 | 1.7449e-07, 3.7097e-07, -2.19897e-08 | 1.6758e-09, 4.58116e-09, -1.22956e-09 | 3.23e-06, 7.29136e-06, -8.31362e-07 | 1.4e-06, 2.58572e-06, 2.14281e-07 | 
| tanbeta = 10, m0 = 2100 m12 = 780 | 4.20016e-06, 4.79899e-06, 3.60133e-06 | 8.52456e-07, 1.24959e-06, 4.55325e-07 | 0.00204105, 0.00214821, 0.00193389 | 2.14713e-11, 3.53527e-11, 7.58987e-12 | 1.16e-09, 2.60845e-09, -2.8845e-10 | 2.68586e-08, 4.16601e-08, 1.2057e-08 | 1.4216e-07, 3.05482e-07, -2.1162e-08 | 1.307e-09, 3.61459e-09, -1.00059e-09 | 2.16e-06, 4.98647e-06, -6.66474e-07 | 9.98e-07, 1.86383e-06, 1.32174e-07 | 
| tanbeta = 10, m0 = 2100 m12 = 800 | 3.29495e-06, 3.78716e-06, 2.80274e-06 | 7.34336e-07, 1.07883e-06, 3.89846e-07 | 0.00170292, 0.00179282, 0.00161302 | 2.07912e-11, 3.42443e-11, 7.33819e-12 | 8.46e-10, 1.91071e-09, -2.18712e-10 | 2.03459e-08, 3.17682e-08, 8.92351e-09 | 1.14896e-07, 2.50183e-07, -2.03908e-08 | 1.0132e-09, 2.83487e-09, -8.08468e-10 | 1.44e-06, 3.39899e-06, -5.18991e-07 | 7.09e-07, 1.33843e-06, 7.95659e-08 | 
| tanbeta = 10, m0 = 2100 m12 = 820 | 2.58181e-06, 2.98908e-06, 2.17454e-06 | 6.31638e-07, 9.30556e-07, 3.32721e-07 | 0.00142181, 0.0014971, 0.00134652 | 2.012e-11, 3.31422e-11, 7.09783e-12 | 6.09e-10, 1.37705e-09, -1.59045e-10 | 1.53921e-08, 2.42132e-08, 6.57097e-09 | 9.349e-08, 2.05559e-07, -1.85786e-08 | 7.812e-10, 2.20626e-09, -6.43859e-10 | 9.56e-07, 2.30416e-06, -3.92157e-07 | 5.01e-07, 9.53885e-07, 4.81149e-08 | 
