 | Sub-processes | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg |
 |(scale=1.0) m0=1160, m1/2=360, tanbeta=10, A0=0, sign(mu)=+ve| 0.00276666 | 0.00081605 | 0.158136 | 6.517e-07 | 0.000246 | 0.00253 | 0.0005184 | 4.015e-05 | 0.0158 | 0.0151 |
 |(scale=1.0) m0=1160, m1/2=380, tanbeta=10, A0=0, sign(mu)=+ve| 0.00209971 | 0.000698635 | 0.120386 | 6.3681e-07 | 0.000202 | 0.00212 | 0.0004147 | 3.245e-05 | 0.00996 | 0.0111 |
 |(scale=1.0) m0=1160, m1/2=400, tanbeta=10, A0=0, sign(mu)=+ve| 0.00159345 | 0.0005953 | 0.0923977 | 6.2305e-07 | 0.000165 | 0.00177 | 0.0003299 | 2.621e-05 | 0.00637 | 0.00823 |
 |(scale=1.0) m0=1160, m1/2=40, tanbeta=10, A0=0, sign(mu)=+ve| 0.4112 | 0.0044204 | 52.9999 | 7.851e-07 | 0.00143 | 0.0112 | 0.006095 | 0.0003452 | 5220 | 4.14 |
 |(scale=1.0) m0=1160, m1/2=420, tanbeta=10, A0=0, sign(mu)=+ve| 0.00121229 | 0.000506527 | 0.0714644 | 6.0891e-07 | 0.000134 | 0.00147 | 0.0002631 | 2.099e-05 | 0.0041 | 0.00608 |
 |(scale=1.0) m0=1160, m1/2=440, tanbeta=10, A0=0, sign(mu)=+ve| 0.00092307 | 0.000429611 | 0.0558856 | 5.9397e-07 | 0.000108 | 0.00122 | 0.000209 | 1.68e-05 | 0.00265 | 0.00449 |
 |(scale=1.0) m0=1160, m1/2=460, tanbeta=10, A0=0, sign(mu)=+ve| 0.00070513 | 0.000363762 | 0.0438414 | 5.78712e-07 | 8.63e-05 | 0.001 | 0.00016551 | 1.34e-05 | 0.00174 | 0.00332 |
 |(scale=1.0) m0=1160, m1/2=480, tanbeta=10, A0=0, sign(mu)=+ve| 0.000539473 | 0.000307562 | 0.0346347 | 5.64114e-07 | 6.89e-05 | 0.000818 | 0.00013145 | 1.06e-05 | 0.00115 | 0.00246 |
 |(scale=1.0) m0=1160, m1/2=500, tanbeta=10, A0=0, sign(mu)=+ve| 0.00041206 | 0.000259347 | 0.027581 | 5.48387e-07 | 5.47e-05 | 0.000666 | 0.00010393 | 8.39e-06 | 0.000762 | 0.00182 |
 |(scale=1.0) m0=1160, m1/2=520, tanbeta=10, A0=0, sign(mu)=+ve| 0.000316666 | 0.000218538 | 0.0220386 | 5.33513e-07 | 4.33e-05 | 0.00054 | 8.218e-05 | 6.62e-06 | 0.000507 | 0.00135 |
 |(scale=1.0) m0=1160, m1/2=540, tanbeta=10, A0=0, sign(mu)=+ve| 0.00024313 | 0.000183768 | 0.0176937 | 5.17878e-07 | 3.41e-05 | 0.000436 | 6.497e-05 | 5.21e-06 | 0.000339 | 0.000995 |
 |(scale=1.0) m0=1160, m1/2=560, tanbeta=10, A0=0, sign(mu)=+ve| 0.000187074 | 0.000154299 | 0.0142727 | 5.02181e-07 | 2.68e-05 | 0.00035 | 5.138e-05 | 4.082e-06 | 0.000228 | 0.000735 |
 |(scale=1.0) m0=1160, m1/2=580, tanbeta=10, A0=0, sign(mu)=+ve| 0.000144081 | 0.000129385 | 0.0115678 | 4.86719e-07 | 2.09e-05 | 0.00028 | 4.055e-05 | 3.199e-06 | 0.000154 | 0.000543 |
 |(scale=1.0) m0=1160, m1/2=600, tanbeta=10, A0=0, sign(mu)=+ve| 0.000111185 | 0.000108505 | 0.00941034 | 4.71779e-07 | 1.63e-05 | 0.000224 | 3.204e-05 | 2.494e-06 | 0.000104 | 0.000401 |
 |(scale=1.0) m0=1160, m1/2=60, tanbeta=10, A0=0, sign(mu)=+ve| 0.29853 | 0.0042635 | 10.1964 | 7.824e-07 | 0.00141 | 0.0111 | 0.006115 | 0.0003413 | 802 | 2.52 |
 |(scale=1.0) m0=1160, m1/2=620, tanbeta=10, A0=0, sign(mu)=+ve| 8.58275e-05 | 9.07246e-05 | 0.00767532 | 4.56673e-07 | 1.26e-05 | 0.000178 | 2.525e-05 | 1.942e-06 | 7.04e-05 | 0.000296 |
 |(scale=1.0) m0=1160, m1/2=640, tanbeta=10, A0=0, sign(mu)=+ve| 6.62617e-05 | 7.60008e-05 | 0.0062931 | 4.41588e-07 | 9.77e-06 | 0.000141 | 1.985e-05 | 1.508e-06 | 4.77e-05 | 0.000218 |
 |(scale=1.0) m0=1160, m1/2=660, tanbeta=10, A0=0, sign(mu)=+ve| 5.12765e-05 | 6.35424e-05 | 0.00516735 | 4.26921e-07 | 7.53e-06 | 0.000111 | 1.5717e-05 | 1.177e-06 | 3.25e-05 | 0.00016 |
 |(scale=1.0) m0=1160, m1/2=680, tanbeta=10, A0=0, sign(mu)=+ve| 3.96331e-05 | 5.30136e-05 | 0.00425922 | 4.12073e-07 | 5.78e-06 | 8.71e-05 | 1.2333e-05 | 9.18e-07 | 2.22e-05 | 0.000118 |
 |(scale=1.0) m0=1160, m1/2=700, tanbeta=10, A0=0, sign(mu)=+ve| 3.08451e-05 | 4.42665e-05 | 0.00350929 | 3.97739e-07 | 4.42e-06 | 6.82e-05 | 9.718e-06 | 7.09e-07 | 1.51e-05 | 8.62e-05 |
 |(scale=1.0) m0=1160, m1/2=720, tanbeta=10, A0=0, sign(mu)=+ve| 2.38858e-05 | 3.70088e-05 | 0.00291183 | 3.83519e-07 | 3.37e-06 | 5.32e-05 | 7.646e-06 | 5.466e-07 | 1.03e-05 | 6.3e-05 |
 |(scale=1.0) m0=1160, m1/2=740, tanbeta=10, A0=0, sign(mu)=+ve| 1.8535e-05 | 3.08067e-05 | 0.00241663 | 3.69611e-07 | 2.56e-06 | 4.13e-05 | 6.019e-06 | 4.191e-07 | 7.02e-06 | 4.59e-05 |
 |(scale=1.0) m0=1160, m1/2=760, tanbeta=10, A0=0, sign(mu)=+ve| 1.44182e-05 | 2.56741e-05 | 0.00201138 | 3.55914e-07 | 1.94e-06 | 3.2e-05 | 4.731e-06 | 3.216e-07 | 4.78e-06 | 3.34e-05 |
 |(scale=1.0) m0=1160, m1/2=80, tanbeta=10, A0=0, sign(mu)=+ve| 0.20385 | 0.0040681 | 181.426 | 7.793e-07 | 0.00137 | 0.0109 | 0.005827 | 0.0003268 | 198 | 1.62 |
 |(scale=1.0) m0=1180, m1/2=100, tanbeta=10, A0=0, sign(mu)=+ve| 0.133607 | 0.0034048 | 53.2512 | 6.381e-07 | 0.00109 | 0.00904 | 0.004708 | 0.0002593 | 63.6 | 0.996 |
 |(scale=1.0) m0=1180, m1/2=120, tanbeta=10, A0=0, sign(mu)=+ve| 0.094508 | 0.0031779 | 22.3716 | 6.3519e-07 | 0.00104 | 0.00872 | 0.004249 | 0.0002395 | 24 | 0.685 |
 |(scale=1.0) m0=1180, m1/2=140, tanbeta=10, A0=0, sign(mu)=+ve| 0.068003 | 0.00292492 | 11.2923 | 6.307e-07 | 0.000974 | 0.0083 | 0.003758 | 0.0002165 | 10.1 | 0.478 |
 |(scale=1.0) m0=1180, m1/2=160, tanbeta=10, A0=0, sign(mu)=+ve| 0.049534 | 0.00267716 | 6.31829 | 6.2444e-07 | 0.0009 | 0.00779 | 0.003267 | 0.0001934 | 4.64 | 0.338 |
 |(scale=1.0) m0=1180, m1/2=180, tanbeta=10, A0=0, sign(mu)=+ve| 0.036417 | 0.00242737 | 3.80003 | 6.1989e-07 | 0.00082 | 0.00721 | 0.002797 | 0.0001702 | 2.26 | 0.241 |
 |(scale=1.0) m0=1180, m1/2=200, tanbeta=10, A0=0, sign(mu)=+ve| 0.0268659 | 0.0021804 | 2.41386 | 6.1204e-07 | 0.000737 | 0.00659 | 0.002368 | 0.0001481 | 1.16 | 0.173 |
 |(scale=1.0) m0=1180, m1/2=220, tanbeta=10, A0=0, sign(mu)=+ve| 0.0198683 | 0.00194613 | 1.58421 | 6.0522e-07 | 0.000654 | 0.00595 | 0.00175 | 0.0001281 | 0.622 | 0.125 |
 |(scale=1.0) m0=1180, m1/2=240, tanbeta=10, A0=0, sign(mu)=+ve| 0.0147898 | 0.00172547 | 1.076 | 5.9726e-07 | 0.000574 | 0.00532 | 0.0016047 | 0.000109 | 0.343 | 0.0907 |
 |(scale=1.0) m0=1180, m1/2=260, tanbeta=10, A0=0, sign(mu)=+ve| 0.0110584 | 0.0015207 | 0.749561 | 5.8838e-07 | 0.000498 | 0.0047 | 0.0013509 | 9.2e-05 | 0.195 | 0.0661 |
 |(scale=1.0) m0=1180, m1/2=280, tanbeta=10, A0=0, sign(mu)=+ve| 0.0082963 | 0.00133141 | 0.531941 | 5.7975e-07 | 0.000427 | 0.00411 | 0.0011189 | 7.711e-05 | 0.114 | 0.0483 |
 |(scale=1.0) m0=1180, m1/2=300, tanbeta=10, A0=0, sign(mu)=+ve| 0.0062282 | 0.00116091 | 0.38508 | 5.7038e-07 | 0.000363 | 0.00357 | 0.0009075 | 6.415e-05 | 0.0677 | 0.0354 |
 |(scale=1.0) m0=1180, m1/2=320, tanbeta=10, A0=0, sign(mu)=+ve| 0.0047048 | 0.00100754 | 0.283158 | 5.5967e-07 | 0.000306 | 0.00307 | 0.0007328 | 5.296e-05 | 0.041 | 0.026 |
 |(scale=1.0) m0=1180, m1/2=340, tanbeta=10, A0=0, sign(mu)=+ve| 0.00354924 | 0.000869472 | 0.210353 | 5.4936e-07 | 0.000256 | 0.00262 | 0.0005914 | 4.343e-05 | 0.0253 | 0.0192 |
 |(scale=1.0) m0=1180, m1/2=360, tanbeta=10, A0=0, sign(mu)=+ve| 0.00268535 | 0.000747585 | 0.158566 | 5.3802e-07 | 0.000212 | 0.00222 | 0.0004753 | 3.544e-05 | 0.0157 | 0.0141 |
 |(scale=1.0) m0=1180, m1/2=380, tanbeta=10, A0=0, sign(mu)=+ve| 0.0020371 | 0.000642382 | 0.120739 | 5.272e-07 | 0.000175 | 0.00187 | 0.0003812 | 2.88e-05 | 0.00993 | 0.0104 |
 |(scale=1.0) m0=1180, m1/2=400, tanbeta=10, A0=0, sign(mu)=+ve| 0.00154942 | 0.000548916 | 0.0925651 | 5.154e-07 | 0.000143 | 0.00157 | 0.000304 | 2.328e-05 | 0.00635 | 0.00772 |
 |(scale=1.0) m0=1180, m1/2=40, tanbeta=10, A0=0, sign(mu)=+ve| 0.37688 | 0.0039279 | 53.2066 | 6.4619e-07 | 0.00119 | 0.00947 | 0.005331 | 0.0002929 | 5210 | 3.75 |
 |(scale=1.0) m0=1180, m1/2=420, tanbeta=10, A0=0, sign(mu)=+ve| 0.00117866 | 0.000467259 | 0.0717505 | 5.0359e-07 | 0.000116 | 0.0013 | 0.0002426 | 1.877e-05 | 0.00409 | 0.00571 |
 |(scale=1.0) m0=1180, m1/2=440, tanbeta=10, A0=0, sign(mu)=+ve| 0.00089958 | 0.000397638 | 0.0560092 | 4.91475e-07 | 9.38e-05 | 0.00108 | 0.0001938 | 1.496e-05 | 0.00265 | 0.00422 |
 |(scale=1.0) m0=1180, m1/2=460, tanbeta=10, A0=0, sign(mu)=+ve| 0.0006865 | 0.000336682 | 0.0439586 | 4.7911e-07 | 7.54e-05 | 0.000888 | 0.0001536 | 1.193e-05 | 0.00173 | 0.00313 |
 |(scale=1.0) m0=1180, m1/2=480, tanbeta=10, A0=0, sign(mu)=+ve| 0.000525541 | 0.000285542 | 0.0348538 | 4.66915e-07 | 6.04e-05 | 0.000728 | 0.00012164 | 9.52e-06 | 0.00114 | 0.00232 |
 |(scale=1.0) m0=1180, m1/2=500, tanbeta=10, A0=0, sign(mu)=+ve| 0.000402595 | 0.000241051 | 0.0276241 | 4.54262e-07 | 4.81e-05 | 0.000594 | 9.675e-05 | 7.54e-06 | 0.000758 | 0.00171 |
 |(scale=1.0) m0=1180, m1/2=520, tanbeta=10, A0=0, sign(mu)=+ve| 0.000308767 | 0.000203422 | 0.0220735 | 4.41948e-07 | 3.81e-05 | 0.000482 | 7.664e-05 | 5.966e-06 | 0.000504 | 0.00127 |
 |(scale=1.0) m0=1180, m1/2=540, tanbeta=10, A0=0, sign(mu)=+ve| 0.00023736 | 0.000171329 | 0.0177601 | 4.2947e-07 | 3.01e-05 | 0.00039 | 6.074e-05 | 4.695e-06 | 0.000337 | 0.000939 |
 |(scale=1.0) m0=1180, m1/2=560, tanbeta=10, A0=0, sign(mu)=+ve| 0.000182717 | 0.000144114 | 0.0143297 | 4.16827e-07 | 2.37e-05 | 0.000314 | 4.802e-05 | 3.69e-06 | 0.000227 | 0.000694 |
 |(scale=1.0) m0=1180, m1/2=580, tanbeta=10, A0=0, sign(mu)=+ve| 0.000140945 | 0.000121149 | 0.0116154 | 4.04214e-07 | 1.85e-05 | 0.000251 | 3.795e-05 | 2.894e-06 | 0.000153 | 0.000513 |
 |(scale=1.0) m0=1180, m1/2=600, tanbeta=10, A0=0, sign(mu)=+ve| 0.000108661 | 0.000101601 | 0.0094486 | 3.91823e-07 | 1.44e-05 | 0.000201 | 3e-05 | 2.263e-06 | 0.000103 | 0.000379 |
 |(scale=1.0) m0=1180, m1/2=620, tanbeta=10, A0=0, sign(mu)=+ve| 8.39418e-05 | 8.52406e-05 | 0.00771377 | 3.79352e-07 | 1.12e-05 | 0.00016 | 2.374e-05 | 1.762e-06 | 6.99e-05 | 0.00028 |
 |(scale=1.0) m0=1180, m1/2=640, tanbeta=10, A0=0, sign(mu)=+ve| 6.49904e-05 | 7.1368e-05 | 0.00630691 | 3.67099e-07 | 8.7e-06 | 0.000127 | 1.8666e-05 | 1.378e-06 | 4.74e-05 | 0.000206 |
 |(scale=1.0) m0=1180, m1/2=660, tanbeta=10, A0=0, sign(mu)=+ve| 5.03481e-05 | 5.98339e-05 | 0.00519049 | 3.54962e-07 | 6.71e-06 | 9.99e-05 | 1.4751e-05 | 1.072e-06 | 3.23e-05 | 0.000152 |
 |(scale=1.0) m0=1180, m1/2=680, tanbeta=10, A0=0, sign(mu)=+ve| 3.89563e-05 | 4.99065e-05 | 0.00427135 | 3.4304e-07 | 5.16e-06 | 7.86e-05 | 1.1682e-05 | 8.33e-07 | 2.2e-05 | 0.000111 |
 |(scale=1.0) m0=1180, m1/2=700, tanbeta=10, A0=0, sign(mu)=+ve| 3.01518e-05 | 4.17363e-05 | 0.00353054 | 3.3133e-07 | 3.95e-06 | 6.15e-05 | 9.18e-06 | 6.49e-07 | 1.5e-05 | 8.17e-05 |
 |(scale=1.0) m0=1180, m1/2=720, tanbeta=10, A0=0, sign(mu)=+ve| 2.34128e-05 | 3.48464e-05 | 0.00292621 | 3.1953e-07 | 3.01e-06 | 4.8e-05 | 7.227e-06 | 5.008e-07 | 1.02e-05 | 5.97e-05 |
 |(scale=1.0) m0=1180, m1/2=740, tanbeta=10, A0=0, sign(mu)=+ve| 1.81828e-05 | 2.911e-05 | 0.00243114 | 3.08041e-07 | 2.29e-06 | 3.73e-05 | 5.697e-06 | 3.849e-07 | 6.96e-06 | 4.36e-05 |
 |(scale=1.0) m0=1180, m1/2=760, tanbeta=10, A0=0, sign(mu)=+ve| 1.41367e-05 | 2.43009e-05 | 0.00201889 | 2.96761e-07 | 1.73e-06 | 2.89e-05 | 4.475e-06 | 2.953e-07 | 4.73e-06 | 3.17e-05 |
 |(scale=1.0) m0=1180, m1/2=80, tanbeta=10, A0=0, sign(mu)=+ve| 0.19109 | 0.0036121 | 179.421 | 6.4164e-07 | 0.00114 | 0.00926 | 0.005117 | 0.0002779 | 197 | 1.48 |
 |(scale=1.0) m0=1200, m1/2=100, tanbeta=10, A0=0, sign(mu)=+ve| 0.126769 | 0.0030385 | 52.9669 | 5.2591e-07 | 0.000912 | 0.00769 | 0.004158 | 0.0002218 | 63.5 | 0.91 |
 |(scale=1.0) m0=1200, m1/2=120, tanbeta=10, A0=0, sign(mu)=+ve| 0.089771 | 0.00283864 | 22.2574 | 5.2247e-07 | 0.000867 | 0.00743 | 0.003751 | 0.0002043 | 23.9 | 0.627 |
 |(scale=1.0) m0=1200, m1/2=140, tanbeta=10, A0=0, sign(mu)=+ve| 0.064968 | 0.00262259 | 11.2434 | 5.1898e-07 | 0.000814 | 0.00708 | 0.003333 | 0.0001857 | 10.1 | 0.439 |
 |(scale=1.0) m0=1200, m1/2=160, tanbeta=10, A0=0, sign(mu)=+ve| 0.047374 | 0.00240137 | 6.31385 | 5.147e-07 | 0.000754 | 0.00666 | 0.002906 | 0.0001659 | 4.62 | 0.31 |
 |(scale=1.0) m0=1200, m1/2=180, tanbeta=10, A0=0, sign(mu)=+ve| 0.034752 | 0.00218005 | 3.79646 | 5.0988e-07 | 0.000688 | 0.00619 | 0.002499 | 0.0001472 | 2.25 | 0.222 |
 |(scale=1.0) m0=1200, m1/2=200, tanbeta=10, A0=0, sign(mu)=+ve| 0.0256855 | 0.00196335 | 2.40028 | 5.0447e-07 | 0.000621 | 0.00567 | 0.002122 | 0.0001284 | 1.16 | 0.16 |
 |(scale=1.0) m0=1200, m1/2=220, tanbeta=10, A0=0, sign(mu)=+ve| 0.0190329 | 0.00175612 | 1.58328 | 4.9888e-07 | 0.000552 | 0.00514 | 0.0017776 | 0.0001107 | 0.619 | 0.115 |
 |(scale=1.0) m0=1200, m1/2=240, tanbeta=10, A0=0, sign(mu)=+ve| 0.014225 | 0.00156128 | 1.07539 | 4.9219e-07 | 0.000486 | 0.0046 | 0.0014342 | 9.47e-05 | 0.343 | 0.084 |
 |(scale=1.0) m0=1200, m1/2=260, tanbeta=10, A0=0, sign(mu)=+ve| 0.0106424 | 0.00137788 | 0.749152 | 4.8551e-07 | 0.000423 | 0.00407 | 0.0012123 | 8.018e-05 | 0.195 | 0.0613 |
 |(scale=1.0) m0=1200, m1/2=280, tanbeta=10, A0=0, sign(mu)=+ve| 0.0079856 | 0.00121095 | 0.531686 | 4.7801e-07 | 0.000364 | 0.00358 | 0.0010109 | 6.744e-05 | 0.113 | 0.0449 |
 |(scale=1.0) m0=1200, m1/2=300, tanbeta=10, A0=0, sign(mu)=+ve| 0.0060228 | 0.00105737 | 0.384994 | 4.7004e-07 | 0.00031 | 0.00311 | 0.000832 | 5.622e-05 | 0.0675 | 0.033 |
 |(scale=1.0) m0=1200, m1/2=320, tanbeta=10, A0=0, sign(mu)=+ve| 0.0045407 | 0.000917969 | 0.283346 | 4.6208e-07 | 0.000262 | 0.00268 | 0.0006683 | 4.664e-05 | 0.0409 | 0.0243 |
 |(scale=1.0) m0=1200, m1/2=340, tanbeta=10, A0=0, sign(mu)=+ve| 0.00343284 | 0.000794757 | 0.210868 | 4.5347e-07 | 0.00022 | 0.0023 | 0.0005408 | 3.838e-05 | 0.0251 | 0.0179 |
 |(scale=1.0) m0=1200, m1/2=360, tanbeta=10, A0=0, sign(mu)=+ve| 0.00260604 | 0.000685404 | 0.158902 | 4.445e-07 | 0.000183 | 0.00195 | 0.0004364 | 3.135e-05 | 0.0157 | 0.0132 |
 |(scale=1.0) m0=1200, m1/2=380, tanbeta=10, A0=0, sign(mu)=+ve| 0.00197559 | 0.000589892 | 0.120893 | 4.3543e-07 | 0.000151 | 0.00165 | 0.000351 | 2.553e-05 | 0.00989 | 0.00977 |
 |(scale=1.0) m0=1200, m1/2=400, tanbeta=10, A0=0, sign(mu)=+ve| 0.00150438 | 0.000504493 | 0.0929338 | 4.25964e-07 | 0.000124 | 0.00138 | 0.0002802 | 2.072e-05 | 0.00632 | 0.00723 |
 |(scale=1.0) m0=1200, m1/2=40, tanbeta=10, A0=0, sign(mu)=+ve| 0.34493 | 0.0034896 | 53.2147 | 5.3228e-07 | 0.000988 | 0.00804 | 0.004663 | 0.0002487 | 5200 | 3.4 |
 |(scale=1.0) m0=1200, m1/2=420, tanbeta=10, A0=0, sign(mu)=+ve| 0.00114591 | 0.000430802 | 0.0719301 | 4.16463e-07 | 0.000101 | 0.00115 | 0.0002242 | 1.669e-05 | 0.00408 | 0.00536 |
 |(scale=1.0) m0=1200, m1/2=440, tanbeta=10, A0=0, sign(mu)=+ve| 0.00087411 | 0.000367225 | 0.0562227 | 4.06637e-07 | 8.17e-05 | 0.000956 | 0.00017876 | 1.336e-05 | 0.00264 | 0.00397 |
 |(scale=1.0) m0=1200, m1/2=460, tanbeta=10, A0=0, sign(mu)=+ve| 0.000669077 | 0.000311957 | 0.0441767 | 3.96654e-07 | 6.59e-05 | 0.000788 | 0.00014276 | 1.07e-05 | 0.00172 | 0.00294 |
 |(scale=1.0) m0=1200, m1/2=480, tanbeta=10, A0=0, sign(mu)=+ve| 0.000511729 | 0.000264755 | 0.0348665 | 3.86431e-07 | 5.28e-05 | 0.000647 | 0.00011316 | 8.54e-06 | 0.00113 | 0.00218 |
 |(scale=1.0) m0=1200, m1/2=500, tanbeta=10, A0=0, sign(mu)=+ve| 0.00039284 | 0.000224066 | 0.0277671 | 3.76337e-07 | 4.22e-05 | 0.000529 | 9.001e-05 | 6.78e-06 | 0.000753 | 0.00162 |
 |(scale=1.0) m0=1200, m1/2=520, tanbeta=10, A0=0, sign(mu)=+ve| 0.000301958 | 0.000189439 | 0.0222088 | 3.66288e-07 | 3.35e-05 | 0.00043 | 7.144e-05 | 5.368e-06 | 0.000502 | 0.0012 |
 |(scale=1.0) m0=1200, m1/2=540, tanbeta=10, A0=0, sign(mu)=+ve| 0.000231883 | 0.000159909 | 0.017836 | 3.56061e-07 | 2.65e-05 | 0.000348 | 5.673e-05 | 4.232e-06 | 0.000335 | 0.000886 |
 |(scale=1.0) m0=1200, m1/2=560, tanbeta=10, A0=0, sign(mu)=+ve| 0.00017857 | 0.000134746 | 0.0143868 | 3.45661e-07 | 2.09e-05 | 0.000281 | 4.488e-05 | 3.336e-06 | 0.000225 | 0.000655 |
 |(scale=1.0) m0=1200, m1/2=580, tanbeta=10, A0=0, sign(mu)=+ve| 0.00013771 | 0.000113417 | 0.0116633 | 3.35584e-07 | 1.64e-05 | 0.000225 | 3.557e-05 | 2.617e-06 | 0.000152 | 0.000485 |
 |(scale=1.0) m0=1200, m1/2=600, tanbeta=10, A0=0, sign(mu)=+ve| 0.000106337 | 9.5196e-05 | 0.00947654 | 3.25426e-07 | 1.28e-05 | 0.00018 | 2.816e-05 | 2.049e-06 | 0.000103 | 0.000359 |
 |(scale=1.0) m0=1200, m1/2=60, tanbeta=10, A0=0, sign(mu)=+ve| 0.26799 | 0.0033813 | 10.0757 | 5.3071e-07 | 0.000972 | 0.00798 | 0.004706 | 0.0002471 | 798 | 2.08 |
 |(scale=1.0) m0=1200, m1/2=620, tanbeta=10, A0=0, sign(mu)=+ve| 8.2124e-05 | 7.99327e-05 | 0.00774243 | 3.15185e-07 | 9.96e-06 | 0.000143 | 2.224e-05 | 1.597e-06 | 6.94e-05 | 0.000265 |
 |(scale=1.0) m0=1200, m1/2=640, tanbeta=10, A0=0, sign(mu)=+ve| 6.35262e-05 | 6.70779e-05 | 0.00633586 | 3.05059e-07 | 7.73e-06 | 0.000114 | 1.7587e-05 | 1.251e-06 | 4.7e-05 | 0.000195 |
 |(scale=1.0) m0=1200, m1/2=660, tanbeta=10, A0=0, sign(mu)=+ve| 4.92197e-05 | 5.61578e-05 | 0.00520351 | 2.95347e-07 | 5.97e-06 | 8.99e-05 | 1.389e-05 | 9.77e-07 | 3.2e-05 | 0.000144 |
 |(scale=1.0) m0=1200, m1/2=680, tanbeta=10, A0=0, sign(mu)=+ve| 3.81708e-05 | 4.70306e-05 | 0.00429369 | 2.85346e-07 | 4.59e-06 | 7.07e-05 | 1.0936e-05 | 7.6e-07 | 2.18e-05 | 0.000106 |
 |(scale=1.0) m0=1200, m1/2=700, tanbeta=10, A0=0, sign(mu)=+ve| 2.95476e-05 | 3.94793e-05 | 0.00354287 | 2.75755e-07 | 3.52e-06 | 5.55e-05 | 8.665e-06 | 5.93e-07 | 1.49e-05 | 7.74e-05 |
 |(scale=1.0) m0=1200, m1/2=720, tanbeta=10, A0=0, sign(mu)=+ve| 2.29697e-05 | 3.29761e-05 | 0.00293169 | 2.66374e-07 | 2.69e-06 | 4.33e-05 | 6.831e-06 | 4.582e-07 | 1.01e-05 | 5.66e-05 |
 |(scale=1.0) m0=1200, m1/2=740, tanbeta=10, A0=0, sign(mu)=+ve| 1.78508e-05 | 2.75134e-05 | 0.00243567 | 2.5678e-07 | 2.05e-06 | 3.37e-05 | 5.387e-06 | 3.525e-07 | 6.9e-06 | 4.13e-05 |
 |(scale=1.0) m0=1200, m1/2=760, tanbeta=10, A0=0, sign(mu)=+ve| 1.38653e-05 | 2.2968e-05 | 0.00202554 | 2.47354e-07 | 1.55e-06 | 2.61e-05 | 4.239e-06 | 2.707e-07 | 4.69e-06 | 3.01e-05 |
 |(scale=1.0) m0=1200, m1/2=80, tanbeta=10, A0=0, sign(mu)=+ve| 0.18113 | 0.0032306 | 177.716 | 5.2847e-07 | 0.000947 | 0.00787 | 0.004503 | 0.0002371 | 196 | 1.35 |
 |(scale=1.0) m0=120, m1/2=100, tanbeta=10, A0=0, sign(mu)=+ve| 4.55 | 8.4143 | 182.459 | 0.47473 | 55.7 | 48.2 | 13.531 | 6.3 | 90 | 219 |
 |(scale=1.0) m0=120, m1/2=120, tanbeta=10, A0=0, sign(mu)=+ve| 2.2516 | 4.4757 | 48.3126 | 0.39384 | 26.8 | 26.5 | 7.279 | 2.9 | 34.6 | 99.5 |
 |(scale=1.0) m0=120, m1/2=140, tanbeta=10, A0=0, sign(mu)=+ve| 1.2022 | 2.5024 | 16.7604 | 0.32411 | 13.6 | 15.3 | 3.859 | 1.413 | 14.7 | 48.7 |
 |(scale=1.0) m0=120, m1/2=160, tanbeta=10, A0=0, sign(mu)=+ve| 0.68105 | 1.46183 | 7.6828 | 0.26545 | 7.28 | 9.29 | 2.074 | 0.728 | 6.79 | 25.4 |
 |(scale=1.0) m0=120, m1/2=180, tanbeta=10, A0=0, sign(mu)=+ve| 0.40206 | 0.88831 | 4.06394 | 0.21716 | 4.06 | 5.84 | 1.1455 | 0.392 | 3.33 | 13.9 |
 |(scale=1.0) m0=120, m1/2=200, tanbeta=10, A0=0, sign(mu)=+ve| 0.24679 | 0.55596 | 2.35882 | 0.17798 | 2.34 | 3.78 | 0.6497 | 0.2196 | 1.72 | 7.92 |
 |(scale=1.0) m0=120, m1/2=220, tanbeta=10, A0=0, sign(mu)=+ve| 0.15562 | 0.358188 | 1.45911 | 0.146092 | 1.4 | 2.51 | 0.3794 | 0.1271 | 0.921 | 4.66 |
 |(scale=1.0) m0=120, m1/2=240, tanbeta=10, A0=0, sign(mu)=+ve| 0.100626 | 0.236689 | 0.947803 | 0.120323 | 0.852 | 1.7 | 0.2268 | 0.0757 | 0.511 | 2.82 |
 |(scale=1.0) m0=120, m1/2=260, tanbeta=10, A0=0, sign(mu)=+ve| 0.06644 | 0.159529 | 0.637952 | 0.099458 | 0.531 | 1.17 | 0.1392 | 0.0461 | 0.292 | 1.75 |
 |(scale=1.0) m0=120, m1/2=280, tanbeta=10, A0=0, sign(mu)=+ve| 0.044661 | 0.1095 | 0.443454 | 0.082356 | 0.337 | 0.815 | 0.08753 | 0.0288 | 0.171 | 1.1 |
 |(scale=1.0) m0=120, m1/2=300, tanbeta=10, A0=0, sign(mu)=+ve| 0.03035 | 0.0762759 | 0.315004 | 0.068698 | 0.218 | 0.576 | 0.05605 | 0.01821 | 0.102 | 0.709 |
 |(scale=1.0) m0=120, m1/2=320, tanbeta=10, A0=0, sign(mu)=+ve| 0.0209587 | 0.0539994 | 0.228797 | 0.057397 | 0.142 | 0.411 | 0.0365 | 0.01177 | 0.0619 | 0.462 |
 |(scale=1.0) m0=120, m1/2=340, tanbeta=10, A0=0, sign(mu)=+ve| 0.0146265 | 0.0386091 | 0.169076 | 0.0480861 | 0.0943 | 0.296 | 0.02415 | 0.0077 | 0.0382 | 0.306 |
