 | Interactions | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg | 
 |(scale=1.0) m0=2120, m1/2=180, tanbeta=10, A0=0, sign(mu)=+ve| 0.0060321 | 2.4017e-05 | 5.62743 | 5.042e-11 | 2.36e-07 | 2.2e-06 | 1.3857e-05 | 1.6277e-07 | 1.95 | 0.00571 |
 |(scale=1.0) m0=2120, m1/2=200, tanbeta=10, A0=0, sign(mu)=+ve| 0.0046672 | 2.26817e-05 | 3.25991 | 4.999e-11 | 2.2e-07 | 2.13e-06 | 1.2845e-05 | 1.5151e-07 | 0.997 | 0.00428 |
 |(scale=1.0) m0=2120, m1/2=220, tanbeta=10, A0=0, sign(mu)=+ve| 0.0036112 | 2.13311e-05 | 2.03356 | 4.729e-11 | 2.04e-07 | 2.05e-06 | 1.1733e-05 | 1.3925e-07 | 0.533 | 0.00322 |
 |(scale=1.0) m0=2120, m1/2=240, tanbeta=10, A0=0, sign(mu)=+ve| 0.0028144 | 1.99556e-05 | 1.34169 | 4.675e-11 | 1.87e-07 | 1.95e-06 | 1.0722e-05 | 1.28e-07 | 0.295 | 0.00244 |
 |(scale=1.0) m0=2120, m1/2=260, tanbeta=10, A0=0, sign(mu)=+ve| 0.0021967 | 1.85786e-05 | 0.919088 | 4.62e-11 | 1.71e-07 | 1.84e-06 | 9.66e-06 | 1.1573e-07 | 0.167 | 0.00184 |
 |(scale=1.0) m0=2120, m1/2=280, tanbeta=10, A0=0, sign(mu)=+ve| 0.00171694 | 1.72376e-05 | 0.644897 | 4.573e-11 | 1.55e-07 | 1.73e-06 | 8.6791e-06 | 1.0448e-07 | 0.0974 | 0.0014 |
 |(scale=1.0) m0=2120, m1/2=300, tanbeta=10, A0=0, sign(mu)=+ve| 0.00134419 | 1.59118e-05 | 0.464069 | 4.505e-11 | 1.39e-07 | 1.6e-06 | 7.7385e-06 | 9.413e-08 | 0.0579 | 0.00106 |
 |(scale=1.0) m0=2120, m1/2=320, tanbeta=10, A0=0, sign(mu)=+ve| 0.00105443 | 1.46516e-05 | 0.339831 | 4.457e-11 | 1.24e-07 | 1.47e-06 | 6.8486e-06 | 8.38e-08 | 0.035 | 0.000807 |
 |(scale=1.0) m0=2120, m1/2=340, tanbeta=10, A0=0, sign(mu)=+ve| 0.000828 | 1.34214e-05 | 0.253031 | 4.387e-11 | 1.1e-07 | 1.34e-06 | 6.0293e-06 | 7.417e-08 | 0.0215 | 0.000614 |
 |(scale=1.0) m0=2120, m1/2=360, tanbeta=10, A0=0, sign(mu)=+ve| 0.00065043 | 1.22572e-05 | 0.190521 | 4.335e-11 | 9.64e-08 | 1.21e-06 | 5.2607e-06 | 6.516e-08 | 0.0133 | 0.000467 |
 |(scale=1.0) m0=2120, m1/2=380, tanbeta=10, A0=0, sign(mu)=+ve| 0.00051152 | 1.1152e-05 | 0.145166 | 4.261e-11 | 8.4e-08 | 1.09e-06 | 4.5828e-06 | 5.687e-08 | 0.00839 | 0.000355 |
 |(scale=1.0) m0=2120, m1/2=400, tanbeta=10, A0=0, sign(mu)=+ve| 0.000402459 | 1.01128e-05 | 0.111843 | 4.19e-11 | 7.26e-08 | 9.67e-07 | 3.9758e-06 | 4.95e-08 | 0.00533 | 0.00027 |
 |(scale=1.0) m0=2120, m1/2=420, tanbeta=10, A0=0, sign(mu)=+ve| 0.000316234 | 9.13394e-06 | 0.0867323 | 4.117e-11 | 6.23e-08 | 8.52e-07 | 3.4293e-06 | 4.263e-08 | 0.00341 | 0.000205 |
 |(scale=1.0) m0=2120, m1/2=440, tanbeta=10, A0=0, sign(mu)=+ve| 0.000249092 | 8.23211e-06 | 0.0678587 | 4.042e-11 | 5.31e-08 | 7.45e-07 | 2.9336e-06 | 3.6485e-08 | 0.0022 | 0.000156 |
 |(scale=1.0) m0=2120, m1/2=460, tanbeta=10, A0=0, sign(mu)=+ve| 0.000196019 | 7.39489e-06 | 0.0533076 | 3.965e-11 | 4.48e-08 | 6.45e-07 | 2.5186e-06 | 3.1155e-08 | 0.00143 | 0.000118 |
 |(scale=1.0) m0=2120, m1/2=480, tanbeta=10, A0=0, sign(mu)=+ve| 0.000154437 | 6.61054e-06 | 0.0422489 | 3.89e-11 | 3.76e-08 | 5.55e-07 | 2.1442e-06 | 2.6439e-08 | 0.000931 | 8.9e-05 |
 |(scale=1.0) m0=2120, m1/2=500, tanbeta=10, A0=0, sign(mu)=+ve| 0.000121821 | 5.90765e-06 | 0.0336715 | 3.814e-11 | 3.12e-08 | 4.73e-07 | 1.8204e-06 | 2.2338e-08 | 0.000612 | 6.71e-05 |
 |(scale=1.0) m0=2120, m1/2=520, tanbeta=10, A0=0, sign(mu)=+ve| 9.5981e-05 | 5.2518e-06 | 0.0269657 | 3.731e-11 | 2.57e-08 | 4e-07 | 1.537e-06 | 1.8649e-08 | 0.000404 | 5.05e-05 |
 |(scale=1.0) m0=2120, m1/2=540, tanbeta=10, A0=0, sign(mu)=+ve| 7.5608e-05 | 4.65835e-06 | 0.0216731 | 3.65e-11 | 2.1e-08 | 3.36e-07 | 1.2942e-06 | 1.5572e-08 | 0.000267 | 3.79e-05 |
 |(scale=1.0) m0=2120, m1/2=560, tanbeta=10, A0=0, sign(mu)=+ve| 5.96458e-05 | 4.13709e-06 | 0.0175268 | 3.567e-11 | 1.71e-08 | 2.8e-07 | 1.0617e-06 | 1.2906e-08 | 0.000177 | 2.84e-05 |
 |(scale=1.0) m0=2120, m1/2=580, tanbeta=10, A0=0, sign(mu)=+ve| 4.70955e-05 | 3.6441e-06 | 0.0142231 | 3.482e-11 | 1.37e-08 | 2.32e-07 | 9.0464e-07 | 1.0651e-08 | 0.000118 | 2.12e-05 |
 |(scale=1.0) m0=2120, m1/2=600, tanbeta=10, A0=0, sign(mu)=+ve| 3.70859e-05 | 3.21607e-06 | 0.0115737 | 3.398e-11 | 1.09e-08 | 1.9e-07 | 7.6089e-07 | 8.733e-09 | 7.87e-05 | 1.58e-05 |
 |(scale=1.0) m0=2120, m1/2=620, tanbeta=10, A0=0, sign(mu)=+ve| 2.92838e-05 | 2.82798e-06 | 0.00945753 | 3.315e-11 | 8.66e-09 | 1.55e-07 | 6.3542e-07 | 7.124e-09 | 5.27e-05 | 1.17e-05 |
 |(scale=1.0) m0=2120, m1/2=640, tanbeta=10, A0=0, sign(mu)=+ve| 2.31116e-05 | 2.47787e-06 | 0.00774678 | 3.229e-11 | 6.79e-09 | 1.25e-07 | 5.292e-07 | 5.781e-09 | 3.53e-05 | 8.67e-06 |
 |(scale=1.0) m0=2120, m1/2=660, tanbeta=10, A0=0, sign(mu)=+ve| 1.82461e-05 | 2.16782e-06 | 0.00636134 | 3.142e-11 | 5.27e-09 | 1e-07 | 4.3919e-07 | 4.664e-09 | 2.37e-05 | 6.39e-06 |
 |(scale=1.0) m0=2120, m1/2=680, tanbeta=10, A0=0, sign(mu)=+ve| 1.44028e-05 | 1.89865e-06 | 0.00524372 | 3.057e-11 | 4.06e-09 | 7.95e-08 | 3.6336e-07 | 3.7419e-09 | 1.59e-05 | 4.68e-06 |
 |(scale=1.0) m0=2120, m1/2=700, tanbeta=10, A0=0, sign(mu)=+ve| 1.13788e-05 | 1.65772e-06 | 0.00431919 | 2.971e-11 | 3.09e-09 | 6.27e-08 | 2.9867e-07 | 2.9839e-09 | 1.07e-05 | 3.42e-06 |
 |(scale=1.0) m0=2120, m1/2=720, tanbeta=10, A0=0, sign(mu)=+ve| 8.96847e-06 | 1.4467e-06 | 0.00357718 | 2.886e-11 | 2.34e-09 | 4.9e-08 | 2.4412e-07 | 2.3695e-09 | 7.17e-06 | 2.48e-06 |
 |(scale=1.0) m0=2120, m1/2=740, tanbeta=10, A0=0, sign(mu)=+ve| 7.0857e-06 | 1.25927e-06 | 0.00296532 | 2.801e-11 | 1.75e-09 | 3.8e-08 | 1.9867e-07 | 1.8679e-09 | 4.81e-06 | 1.79e-06 |
 |(scale=1.0) m0=2120, m1/2=760, tanbeta=10, A0=0, sign(mu)=+ve| 5.60077e-06 | 1.09419e-06 | 0.00246239 | 2.692e-11 | 1.29e-09 | 2.92e-08 | 1.6231e-07 | 1.4689e-09 | 3.22e-06 | 1.29e-06 |
 |(scale=1.0) m0=2120, m1/2=780, tanbeta=10, A0=0, sign(mu)=+ve| 4.42292e-06 | 9.46633e-07 | 0.00204938 | 2.608e-11 | 9.46e-10 | 2.22e-08 | 1.3201e-07 | 1.1417e-09 | 2.14e-06 | 9.2e-07 |
 |(scale=1.0) m0=2120, m1/2=800, tanbeta=10, A0=0, sign(mu)=+ve| 3.48459e-06 | 8.18456e-07 | 0.0017087 | 2.524e-11 | 6.86e-10 | 1.67e-08 | 1.06785e-07 | 8.855e-10 | 1.43e-06 | 6.53e-07 |
 |(scale=1.0) m0=2120, m1/2=820, tanbeta=10, A0=0, sign(mu)=+ve| 2.75784e-06 | 7.07764e-07 | 0.00142633 | 2.415e-11 | 4.92e-10 | 1.25e-08 | 8.6503e-08 | 6.69e-10 | 9.5e-07 | 4.61e-07 |
 |(scale=1.0) m0=2120, m1/2=840, tanbeta=10, A0=0, sign(mu)=+ve| 2.17748e-06 | 6.10397e-07 | 0.00119333 | 2.335e-11 | 3.49e-10 | 9.27e-09 | 6.986e-08 | 5.12e-10 | 6.29e-07 | 3.23e-07 |
 |(scale=1.0) m0=2120, m1/2=860, tanbeta=10, A0=0, sign(mu)=+ve| 1.72068e-06 | 5.25838e-07 | 0.000999561 | 2.074e-11 | 2.45e-10 | 6.8e-09 | 5.6349e-08 | 3.9e-10 | 4.15e-07 | 2.25e-07 |
 |(scale=1.0) m0=2120, m1/2=880, tanbeta=10, A0=0, sign(mu)=+ve| 1.3587e-06 | 4.51879e-07 | 0.000838762 | 2.004e-11 | 1.7e-10 | 4.93e-09 | 4.5263e-08 | 2.94e-10 | 2.72e-07 | 1.55e-07 |
 |(scale=1.0) m0=2120, m1/2=900, tanbeta=10, A0=0, sign(mu)=+ve| 1.07239e-06 | 3.87254e-07 | 0.000704192 | 1.935e-11 | 1.16e-10 | 3.54e-09 | 3.6297e-08 | 2.21e-10 | 1.78e-07 | 1.06e-07 |
 |(scale=1.0) m0=2120, m1/2=920, tanbeta=10, A0=0, sign(mu)=+ve| 8.48221e-07 | 3.32916e-07 | 0.000591578 | 1.714e-11 | 7.88e-11 | 2.51e-09 | 2.9046e-08 | 1.64e-10 | 1.15e-07 | 7.19e-08 |
 |(scale=1.0) m0=2120, m1/2=940, tanbeta=10, A0=0, sign(mu)=+ve| 6.69055e-07 | 2.84691e-07 | 0.000498548 | 1.49e-11 | 5.27e-11 | 1.76e-09 | 2.3207e-08 | 1.21e-10 | 7.43e-08 | 4.83e-08 |
 |(scale=1.0) m0=2120, m1/2=960, tanbeta=10, A0=0, sign(mu)=+ve| 5.28304e-07 | 2.43156e-07 | 0.000419933 | 1.433e-11 | 3.48e-11 | 1.22e-09 | 1.84782e-08 | 8.86e-11 | 4.75e-08 | 3.21e-08 |
 |(scale=1.0) m0=2120, m1/2=980, tanbeta=10, A0=0, sign(mu)=+ve| 4.17341e-07 | 2.07359e-07 | 0.000354307 | 1.35e-11 | 2.27e-11 | 8.36e-10 | 1.46566e-08 | 6.43e-11 | 3.01e-08 | 2.11e-08 |
 |(scale=1.0) m0=2140, m1/2=1000, tanbeta=10, A0=0, sign(mu)=+ve| 3.24762e-07 | 1.65091e-07 | 0.000300173 | 2.96e-12 | 1.15e-11 | 4.44e-10 | 1.08351e-08 | 4e-11 | 1.87e-08 | 1.24e-08 |
 |(scale=1.0) m0=2140, m1/2=140, tanbeta=10, A0=0, sign(mu)=+ve| 0.009796 | 2.4135e-05 | 32.582 | 3.905e-11 | 2.24e-07 | 1.88e-06 | 1.4255e-05 | 1.5847e-07 | 8.71 | 0.00956 |
 |(scale=1.0) m0=2140, m1/2=160, tanbeta=10, A0=0, sign(mu)=+ve| 0.0075521 | 2.3046e-05 | 11.6843 | 3.871e-11 | 2.12e-07 | 1.84e-06 | 1.3345e-05 | 1.4927e-07 | 3.98 | 0.00708 |
 |(scale=1.0) m0=2140, m1/2=180, tanbeta=10, A0=0, sign(mu)=+ve| 0.0058359 | 2.1882e-05 | 5.78665 | 3.833e-11 | 1.98e-07 | 1.8e-06 | 1.2535e-05 | 1.4008e-07 | 1.94 | 0.00528 |
 |(scale=1.0) m0=2140, m1/2=200, tanbeta=10, A0=0, sign(mu)=+ve| 0.0045108 | 2.06787e-05 | 3.31798 | 3.797e-11 | 1.85e-07 | 1.74e-06 | 1.1525e-05 | 1.2987e-07 | 0.995 | 0.00396 |
 |(scale=1.0) m0=2140, m1/2=220, tanbeta=10, A0=0, sign(mu)=+ve| 0.0035061 | 1.94574e-05 | 2.06563 | 3.76e-11 | 1.71e-07 | 1.67e-06 | 1.0615e-05 | 1.1965e-07 | 0.532 | 0.00298 |
 |(scale=1.0) m0=2140, m1/2=240, tanbeta=10, A0=0, sign(mu)=+ve| 0.0027276 | 1.82119e-05 | 1.35391 | 3.72e-11 | 1.57e-07 | 1.6e-06 | 9.675e-06 | 1.1045e-07 | 0.294 | 0.00225 |
 |(scale=1.0) m0=2140, m1/2=260, tanbeta=10, A0=0, sign(mu)=+ve| 0.0021331 | 1.69826e-05 | 0.924118 | 3.679e-11 | 1.43e-07 | 1.51e-06 | 8.7453e-06 | 1.0043e-07 | 0.167 | 0.00171 |
 |(scale=1.0) m0=2140, m1/2=280, tanbeta=10, A0=0, sign(mu)=+ve| 0.00166942 | 1.57583e-05 | 0.649358 | 3.635e-11 | 1.29e-07 | 1.41e-06 | 7.8255e-06 | 9.042e-08 | 0.0973 | 0.00129 |
 |(scale=1.0) m0=2140, m1/2=300, tanbeta=10, A0=0, sign(mu)=+ve| 0.00130641 | 1.45689e-05 | 0.465879 | 3.592e-11 | 1.16e-07 | 1.31e-06 | 6.9967e-06 | 8.132e-08 | 0.0577 | 0.000983 |
 |(scale=1.0) m0=2140, m1/2=320, tanbeta=10, A0=0, sign(mu)=+ve| 0.00102496 | 1.34e-05 | 0.341026 | 3.544e-11 | 1.04e-07 | 1.21e-06 | 6.1981e-06 | 7.253e-08 | 0.0349 | 0.000748 |
 |(scale=1.0) m0=2140, m1/2=340, tanbeta=10, A0=0, sign(mu)=+ve| 0.00080495 | 1.22912e-05 | 0.253971 | 3.495e-11 | 9.16e-08 | 1.1e-06 | 5.46e-06 | 6.415e-08 | 0.0214 | 0.000569 |
 |(scale=1.0) m0=2140, m1/2=360, tanbeta=10, A0=0, sign(mu)=+ve| 0.00063221 | 1.12372e-05 | 0.191439 | 3.442e-11 | 8.04e-08 | 9.95e-07 | 4.7826e-06 | 5.638e-08 | 0.0133 | 0.000433 |
 |(scale=1.0) m0=2140, m1/2=380, tanbeta=10, A0=0, sign(mu)=+ve| 0.0004978 | 1.02237e-05 | 0.145639 | 3.389e-11 | 7e-08 | 8.93e-07 | 4.1558e-06 | 4.922e-08 | 0.00837 | 0.000329 |
 |(scale=1.0) m0=2140, m1/2=400, tanbeta=10, A0=0, sign(mu)=+ve| 0.000391242 | 9.27248e-06 | 0.112296 | 3.332e-11 | 6.05e-08 | 7.93e-07 | 3.6198e-06 | 4.2876e-08 | 0.00531 | 0.00025 |
 |(scale=1.0) m0=2140, m1/2=420, tanbeta=10, A0=0, sign(mu)=+ve| 0.000308411 | 8.38344e-06 | 0.0871383 | 3.277e-11 | 5.19e-08 | 6.99e-07 | 3.1242e-06 | 3.7043e-08 | 0.0034 | 0.00019 |
 |(scale=1.0) m0=2140, m1/2=440, tanbeta=10, A0=0, sign(mu)=+ve| 0.000242673 | 7.56531e-06 | 0.068104 | 3.218e-11 | 4.41e-08 | 6.11e-07 | 2.6793e-06 | 3.1723e-08 | 0.00219 | 0.000144 |
 |(scale=1.0) m0=2140, m1/2=460, tanbeta=10, A0=0, sign(mu)=+ve| 0.000191225 | 6.79192e-06 | 0.0535416 | 3.155e-11 | 3.72e-08 | 5.3e-07 | 2.2849e-06 | 2.7016e-08 | 0.00142 | 0.000109 |
 |(scale=1.0) m0=2140, m1/2=480, tanbeta=10, A0=0, sign(mu)=+ve| 0.000150732 | 6.08398e-06 | 0.042337 | 3.092e-11 | 3.12e-08 | 4.56e-07 | 1.9611e-06 | 2.3022e-08 | 0.000929 | 8.25e-05 |
 |(scale=1.0) m0=2140, m1/2=500, tanbeta=10, A0=0, sign(mu)=+ve| 0.000118615 | 5.44075e-06 | 0.0337524 | 2.89e-11 | 2.59e-08 | 3.89e-07 | 1.6578e-06 | 1.9439e-08 | 0.00061 | 6.22e-05 |
 |(scale=1.0) m0=2140, m1/2=520, tanbeta=10, A0=0, sign(mu)=+ve| 9.3678e-05 | 4.84133e-06 | 0.0270331 | 2.828e-11 | 2.13e-08 | 3.29e-07 | 1.4049e-06 | 1.6266e-08 | 0.000402 | 4.68e-05 |
 |(scale=1.0) m0=2140, m1/2=540, tanbeta=10, A0=0, sign(mu)=+ve| 7.3785e-05 | 4.29602e-06 | 0.02182 | 2.763e-11 | 1.74e-08 | 2.76e-07 | 1.1824e-06 | 1.3603e-08 | 0.000266 | 3.52e-05 |
 |(scale=1.0) m0=2140, m1/2=560, tanbeta=10, A0=0, sign(mu)=+ve| 5.82713e-05 | 3.81378e-06 | 0.0175845 | 2.698e-11 | 1.41e-08 | 2.3e-07 | 9.612e-07 | 1.1249e-08 | 0.000177 | 2.63e-05 |
 |(scale=1.0) m0=2140, m1/2=580, tanbeta=10, A0=0, sign(mu)=+ve| 4.59634e-05 | 3.37012e-06 | 0.0142646 | 2.633e-11 | 1.13e-08 | 1.9e-07 | 8.2743e-07 | 9.294e-09 | 0.000118 | 1.97e-05 |
 |(scale=1.0) m0=2140, m1/2=600, tanbeta=10, A0=0, sign(mu)=+ve| 3.62852e-05 | 2.9737e-06 | 0.0116121 | 2.564e-11 | 9.02e-09 | 1.56e-07 | 6.979e-07 | 7.625e-09 | 7.84e-05 | 1.46e-05 |
 |(scale=1.0) m0=2140, m1/2=620, tanbeta=10, A0=0, sign(mu)=+ve| 2.86443e-05 | 2.61295e-06 | 0.00949154 | 2.499e-11 | 7.13e-09 | 1.27e-07 | 5.8362e-07 | 6.223e-09 | 5.25e-05 | 1.09e-05 |
 |(scale=1.0) m0=2140, m1/2=640, tanbeta=10, A0=0, sign(mu)=+ve| 2.26121e-05 | 2.29186e-06 | 0.00776822 | 2.432e-11 | 5.58e-09 | 1.02e-07 | 4.8554e-07 | 5.036e-09 | 3.52e-05 | 8.03e-06 |
 |(scale=1.0) m0=2140, m1/2=660, tanbeta=10, A0=0, sign(mu)=+ve| 1.78558e-05 | 2.00789e-06 | 0.00638294 | 2.365e-11 | 4.32e-09 | 8.2e-08 | 4.0367e-07 | 4.0743e-09 | 2.36e-05 | 5.91e-06 |
 |(scale=1.0) m0=2140, m1/2=680, tanbeta=10, A0=0, sign(mu)=+ve| 1.40926e-05 | 1.76031e-06 | 0.0052532 | 2.27e-11 | 3.32e-09 | 6.51e-08 | 3.3394e-07 | 3.2663e-09 | 1.59e-05 | 4.33e-06 |
 |(scale=1.0) m0=2140, m1/2=700, tanbeta=10, A0=0, sign(mu)=+ve| 1.11386e-05 | 1.53804e-06 | 0.00433689 | 2.204e-11 | 2.53e-09 | 5.13e-08 | 2.7534e-07 | 2.6116e-09 | 1.06e-05 | 3.16e-06 |
 |(scale=1.0) m0=2140, m1/2=720, tanbeta=10, A0=0, sign(mu)=+ve| 8.78845e-06 | 1.34259e-06 | 0.00358291 | 2.111e-11 | 1.91e-09 | 4e-08 | 2.2485e-07 | 2.0699e-09 | 7.14e-06 | 2.29e-06 |
 |(scale=1.0) m0=2140, m1/2=740, tanbeta=10, A0=0, sign(mu)=+ve| 6.95071e-06 | 1.1696e-06 | 0.00297305 | 1.866e-11 | 1.42e-09 | 3.1e-08 | 1.8346e-07 | 1.6306e-09 | 4.79e-06 | 1.66e-06 |
 |(scale=1.0) m0=2140, m1/2=760, tanbeta=10, A0=0, sign(mu)=+ve| 5.4899e-06 | 1.01624e-06 | 0.00246855 | 1.808e-11 | 1.05e-09 | 2.38e-08 | 1.4914e-07 | 1.2832e-09 | 3.2e-06 | 1.19e-06 |
 |(scale=1.0) m0=2140, m1/2=780, tanbeta=10, A0=0, sign(mu)=+ve| 4.33397e-06 | 8.81184e-07 | 0.00205565 | 1.749e-11 | 7.66e-10 | 1.8e-08 | 1.21887e-07 | 9.974e-10 | 2.13e-06 | 8.47e-07 |
 |(scale=1.0) m0=2140, m1/2=800, tanbeta=10, A0=0, sign(mu)=+ve| 3.42655e-06 | 7.62139e-07 | 0.00171352 | 1.538e-11 | 5.54e-10 | 1.36e-08 | 9.9087e-08 | 7.6e-10 | 1.42e-06 | 6.01e-07 |
 |(scale=1.0) m0=2140, m1/2=820, tanbeta=10, A0=0, sign(mu)=+ve| 2.70982e-06 | 6.58549e-07 | 0.00143084 | 1.486e-11 | 3.97e-10 | 1.01e-08 | 8.0227e-08 | 5.85e-10 | 9.44e-07 | 4.24e-07 |
 |(scale=1.0) m0=2140, m1/2=840, tanbeta=10, A0=0, sign(mu)=+ve| 2.13848e-06 | 5.67911e-07 | 0.00119739 | 1.408e-11 | 2.81e-10 | 7.5e-09 | 6.4802e-08 | 4.47e-10 | 6.25e-07 | 2.97e-07 |
 |(scale=1.0) m0=2140, m1/2=860, tanbeta=10, A0=0, sign(mu)=+ve| 1.6887e-06 | 4.90163e-07 | 0.00100256 | 1.36e-11 | 1.96e-10 | 5.49e-09 | 5.2205e-08 | 3.4e-10 | 4.12e-07 | 2.06e-07 |
 |(scale=1.0) m0=2140, m1/2=880, tanbeta=10, A0=0, sign(mu)=+ve| 1.33373e-06 | 4.21203e-07 | 0.000841446 | 1.136e-11 | 1.36e-10 | 3.97e-09 | 4.2029e-08 | 2.57e-10 | 2.7e-07 | 1.42e-07 |
 |(scale=1.0) m0=2140, m1/2=900, tanbeta=10, A0=0, sign(mu)=+ve| 1.0537e-06 | 3.62066e-07 | 0.000706805 | 1.095e-11 | 9.28e-11 | 2.84e-09 | 3.3671e-08 | 1.92e-10 | 1.76e-07 | 9.7e-08 |
 |(scale=1.0) m0=2140, m1/2=920, tanbeta=10, A0=0, sign(mu)=+ve| 8.31926e-07 | 3.10075e-07 | 0.000593393 | 9.18e-12 | 6.26e-11 | 2.01e-09 | 2.7027e-08 | 1.43e-10 | 1.14e-07 | 6.57e-08 |
 |(scale=1.0) m0=2140, m1/2=940, tanbeta=10, A0=0, sign(mu)=+ve| 6.57053e-07 | 2.65609e-07 | 0.000500182 | 7.36e-12 | 4.18e-11 | 1.41e-09 | 2.14932e-08 | 1.05e-10 | 7.36e-08 | 4.4e-08 |
 |(scale=1.0) m0=2140, m1/2=960, tanbeta=10, A0=0, sign(mu)=+ve| 5.18612e-07 | 2.27109e-07 | 0.000421529 | 6.62e-12 | 2.75e-11 | 9.71e-10 | 1.71678e-08 | 7.68e-11 | 4.7e-08 | 2.92e-08 |
 |(scale=1.0) m0=2140, m1/2=980, tanbeta=10, A0=0, sign(mu)=+ve| 4.10149e-07 | 1.93743e-07 | 0.000355664 | 6.34e-12 | 1.79e-11 | 6.61e-10 | 1.3649e-08 | 5.57e-11 | 2.98e-08 | 1.92e-08 |
 |(scale=1.0) m0=2160, m1/2=1000, tanbeta=10, A0=0, sign(mu)=+ve| 3.19165e-07 | 1.54304e-07 | 0.000300704 | 0 | 9.01e-12 | 3.48e-10 | 1.00103e-08 | 3.45e-11 | 1.85e-08 | 1.12e-08 |
 |(scale=1.0) m0=2160, m1/2=140, tanbeta=10, A0=0, sign(mu)=+ve| 0.009455 | 2.1981e-05 | 36.5279 | 2.981e-11 | 1.88e-07 | 1.53e-06 | 1.2733e-05 | 1.3582e-07 | 8.69 | 0.00884 |
 |(scale=1.0) m0=2160, m1/2=160, tanbeta=10, A0=0, sign(mu)=+ve| 0.0073109 | 2.1009e-05 | 12.2837 | 2.949e-11 | 1.77e-07 | 1.5e-06 | 1.2025e-05 | 1.2867e-07 | 3.98 | 0.00655 |
 |(scale=1.0) m0=2160, m1/2=180, tanbeta=10, A0=0, sign(mu)=+ve| 0.005647 | 1.9963e-05 | 5.87056 | 2.921e-11 | 1.66e-07 | 1.47e-06 | 1.1217e-05 | 1.2051e-07 | 1.94 | 0.00489 |
 |(scale=1.0) m0=2160, m1/2=200, tanbeta=10, A0=0, sign(mu)=+ve| 0.0043746 | 1.88771e-05 | 3.38055 | 2.891e-11 | 1.55e-07 | 1.42e-06 | 1.0408e-05 | 1.1234e-07 | 0.994 | 0.00367 |
 |(scale=1.0) m0=2160, m1/2=220, tanbeta=10, A0=0, sign(mu)=+ve| 0.0033966 | 1.77411e-05 | 2.09071 | 2.862e-11 | 1.43e-07 | 1.37e-06 | 9.529e-06 | 1.0316e-07 | 0.531 | 0.00276 |
 |(scale=1.0) m0=2160, m1/2=240, tanbeta=10, A0=0, sign(mu)=+ve| 0.0026549 | 1.66434e-05 | 1.37 | 2.832e-11 | 1.31e-07 | 1.3e-06 | 8.7208e-06 | 9.509e-08 | 0.294 | 0.00209 |
 |(scale=1.0) m0=2160, m1/2=260, tanbeta=10, A0=0, sign(mu)=+ve| 0.0020716 | 1.55119e-05 | 0.933547 | 2.799e-11 | 1.19e-07 | 1.23e-06 | 7.8822e-06 | 8.642e-08 | 0.167 | 0.00158 |
 |(scale=1.0) m0=2160, m1/2=280, tanbeta=10, A0=0, sign(mu)=+ve| 0.00161992 | 1.44041e-05 | 0.652009 | 2.765e-11 | 1.08e-07 | 1.15e-06 | 7.074e-06 | 7.805e-08 | 0.0971 | 0.0012 |
 |(scale=1.0) m0=2160, m1/2=300, tanbeta=10, A0=0, sign(mu)=+ve| 0.00126873 | 1.33192e-05 | 0.468746 | 2.729e-11 | 9.69e-08 | 1.07e-06 | 6.3263e-06 | 7.029e-08 | 0.0577 | 0.00091 |
 |(scale=1.0) m0=2160, m1/2=320, tanbeta=10, A0=0, sign(mu)=+ve| 0.00099709 | 1.22627e-05 | 0.344478 | 2.693e-11 | 8.63e-08 | 9.87e-07 | 5.6189e-06 | 6.263e-08 | 0.0349 | 0.000693 |
 |(scale=1.0) m0=2160, m1/2=340, tanbeta=10, A0=0, sign(mu)=+ve| 0.00078311 | 1.12561e-05 | 0.255153 | 2.653e-11 | 7.63e-08 | 9e-07 | 4.9521e-06 | 5.548e-08 | 0.0214 | 0.000527 |
 |(scale=1.0) m0=2160, m1/2=360, tanbeta=10, A0=0, sign(mu)=+ve| 0.00061587 | 1.02835e-05 | 0.192292 | 2.611e-11 | 6.69e-08 | 8.14e-07 | 4.3457e-06 | 4.884e-08 | 0.0133 | 0.000401 |
 |(scale=1.0) m0=2160, m1/2=380, tanbeta=10, A0=0, sign(mu)=+ve| 0.00048458 | 9.37978e-06 | 0.146327 | 2.571e-11 | 5.83e-08 | 7.3e-07 | 3.7797e-06 | 4.2611e-08 | 0.00835 | 0.000305 |
 |(scale=1.0) m0=2160, m1/2=400, tanbeta=10, A0=0, sign(mu)=+ve| 0.000381224 | 8.50351e-06 | 0.11269 | 2.525e-11 | 5.03e-08 | 6.5e-07 | 3.2845e-06 | 3.7094e-08 | 0.0053 | 0.000232 |
 |(scale=1.0) m0=2160, m1/2=420, tanbeta=10, A0=0, sign(mu)=+ve| 0.000300589 | 7.69818e-06 | 0.0873434 | 2.482e-11 | 4.31e-08 | 5.73e-07 | 2.8397e-06 | 3.2086e-08 | 0.0034 | 0.000176 |
 |(scale=1.0) m0=2160, m1/2=440, tanbeta=10, A0=0, sign(mu)=+ve| 0.000236773 | 6.94784e-06 | 0.0683605 | 2.296e-11 | 3.66e-08 | 5.01e-07 | 2.4455e-06 | 2.7589e-08 | 0.00219 | 0.000134 |
