 | Interactions | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg | 
 |(scale=1.0) m0=2160, m1/2=460, tanbeta=10, A0=0, sign(mu)=+ve| 0.000186599 | 6.24992e-06 | 0.0538726 | 2.249e-11 | 3.09e-08 | 4.34e-07 | 2.0917e-06 | 2.3502e-08 | 0.00142 | 0.000101 |
 |(scale=1.0) m0=2160, m1/2=480, tanbeta=10, A0=0, sign(mu)=+ve| 0.000147117 | 5.60255e-06 | 0.0425412 | 2.2e-11 | 2.58e-08 | 3.73e-07 | 1.7884e-06 | 2.0024e-08 | 0.000927 | 7.64e-05 |
 |(scale=1.0) m0=2160, m1/2=500, tanbeta=10, A0=0, sign(mu)=+ve| 0.0001159 | 5.00036e-06 | 0.0339463 | 2.124e-11 | 2.14e-08 | 3.18e-07 | 1.5155e-06 | 1.6857e-08 | 0.000609 | 5.76e-05 |
 |(scale=1.0) m0=2160, m1/2=520, tanbeta=10, A0=0, sign(mu)=+ve| 9.1474e-05 | 4.46228e-06 | 0.0272154 | 2.074e-11 | 1.76e-08 | 2.69e-07 | 1.283e-06 | 1.4198e-08 | 0.000401 | 4.34e-05 |
 |(scale=1.0) m0=2160, m1/2=540, tanbeta=10, A0=0, sign(mu)=+ve| 7.2163e-05 | 3.95909e-06 | 0.0218771 | 2.025e-11 | 1.44e-08 | 2.26e-07 | 1.0808e-06 | 1.1847e-08 | 0.000265 | 3.26e-05 |
 |(scale=1.0) m0=2160, m1/2=560, tanbeta=10, A0=0, sign(mu)=+ve| 5.69179e-05 | 3.51079e-06 | 0.0176445 | 1.976e-11 | 1.16e-08 | 1.88e-07 | 8.2893e-07 | 9.803e-09 | 0.000176 | 2.44e-05 |
 |(scale=1.0) m0=2160, m1/2=580, tanbeta=10, A0=0, sign(mu)=+ve| 4.48304e-05 | 3.10874e-06 | 0.0143079 | 1.923e-11 | 9.33e-09 | 1.56e-07 | 7.5536e-07 | 8.095e-09 | 0.000117 | 1.82e-05 |
 |(scale=1.0) m0=2160, m1/2=600, tanbeta=10, A0=0, sign(mu)=+ve| 3.54754e-05 | 2.74184e-06 | 0.0116613 | 1.693e-11 | 7.42e-09 | 1.28e-07 | 6.3802e-07 | 6.634e-09 | 7.81e-05 | 1.35e-05 |
 |(scale=1.0) m0=2160, m1/2=620, tanbeta=10, A0=0, sign(mu)=+ve| 2.80237e-05 | 2.41325e-06 | 0.00952738 | 1.648e-11 | 5.85e-09 | 1.04e-07 | 5.3591e-07 | 5.418e-09 | 5.23e-05 | 1e-05 |
 |(scale=1.0) m0=2160, m1/2=640, tanbeta=10, A0=0, sign(mu)=+ve| 2.21317e-05 | 2.11918e-06 | 0.00780057 | 1.601e-11 | 4.57e-09 | 8.37e-08 | 4.4698e-07 | 4.4061e-09 | 3.51e-05 | 7.42e-06 |
 |(scale=1.0) m0=2160, m1/2=660, tanbeta=10, A0=0, sign(mu)=+ve| 1.74854e-05 | 1.8601e-06 | 0.00640374 | 1.399e-11 | 3.54e-09 | 6.7e-08 | 3.7221e-07 | 3.5581e-09 | 2.35e-05 | 5.46e-06 |
 |(scale=1.0) m0=2160, m1/2=680, tanbeta=10, A0=0, sign(mu)=+ve| 1.38024e-05 | 1.6312e-06 | 0.00527165 | 1.358e-11 | 2.71e-09 | 5.31e-08 | 3.0757e-07 | 2.8534e-09 | 1.58e-05 | 4e-06 |
 |(scale=1.0) m0=2160, m1/2=700, tanbeta=10, A0=0, sign(mu)=+ve| 1.09086e-05 | 1.4275e-06 | 0.00435357 | 1.29e-11 | 2.06e-09 | 4.18e-08 | 2.5405e-07 | 2.2816e-09 | 1.06e-05 | 2.91e-06 |
 |(scale=1.0) m0=2160, m1/2=720, tanbeta=10, A0=0, sign(mu)=+ve| 8.61954e-06 | 1.24758e-06 | 0.00360986 | 1.249e-11 | 1.55e-09 | 3.26e-08 | 2.0862e-07 | 1.802e-09 | 7.11e-06 | 2.11e-06 |
 |(scale=1.0) m0=2160, m1/2=740, tanbeta=10, A0=0, sign(mu)=+ve| 6.80472e-06 | 1.08594e-06 | 0.0029897 | 1.208e-11 | 1.15e-09 | 2.52e-08 | 1.7028e-07 | 1.4245e-09 | 4.76e-06 | 1.53e-06 |
 |(scale=1.0) m0=2160, m1/2=760, tanbeta=10, A0=0, sign(mu)=+ve| 5.37784e-06 | 9.44817e-07 | 0.00248344 | 9.93e-12 | 8.5e-10 | 1.93e-08 | 1.38998e-07 | 1.1185e-09 | 3.19e-06 | 1.1e-06 |
 |(scale=1.0) m0=2160, m1/2=780, tanbeta=10, A0=0, sign(mu)=+ve| 4.24975e-06 | 8.18277e-07 | 0.00206364 | 9.59e-12 | 6.2e-10 | 1.47e-08 | 1.12776e-07 | 8.702e-10 | 2.13e-06 | 7.82e-07 |
 |(scale=1.0) m0=2160, m1/2=800, tanbeta=10, A0=0, sign(mu)=+ve| 3.36163e-06 | 7.09173e-07 | 0.00172061 | 9.25e-12 | 4.47e-10 | 1.1e-08 | 9.1599e-08 | 6.62e-10 | 1.41e-06 | 5.53e-07 |
 |(scale=1.0) m0=2160, m1/2=820, tanbeta=10, A0=0, sign(mu)=+ve| 2.6509e-06 | 6.12554e-07 | 0.00143541 | 7.46e-12 | 3.19e-10 | 8.19e-09 | 7.426e-08 | 5.1e-10 | 9.39e-07 | 3.89e-07 |
 |(scale=1.0) m0=2160, m1/2=840, tanbeta=10, A0=0, sign(mu)=+ve| 2.09859e-06 | 5.28858e-07 | 0.0012007 | 6.75e-12 | 2.25e-10 | 6.04e-09 | 5.9951e-08 | 3.9e-10 | 6.21e-07 | 2.72e-07 |
 |(scale=1.0) m0=2160, m1/2=860, tanbeta=10, A0=0, sign(mu)=+ve| 1.65672e-06 | 4.55731e-07 | 0.00100656 | 6.5e-12 | 1.57e-10 | 4.41e-09 | 4.8365e-08 | 2.96e-10 | 4.09e-07 | 1.89e-07 |
 |(scale=1.0) m0=2160, m1/2=880, tanbeta=10, A0=0, sign(mu)=+ve| 1.30974e-06 | 3.9206e-07 | 0.000844382 | 6.25e-12 | 1.08e-10 | 3.18e-09 | 3.89e-08 | 2.23e-10 | 2.68e-07 | 1.3e-07 |
 |(scale=1.0) m0=2160, m1/2=900, tanbeta=10, A0=0, sign(mu)=+ve| 1.03401e-06 | 3.3739e-07 | 0.000707485 | 2.93e-12 | 7.37e-11 | 2.27e-09 | 3.1249e-08 | 1.67e-10 | 1.75e-07 | 8.87e-08 |
 |(scale=1.0) m0=2160, m1/2=920, tanbeta=10, A0=0, sign(mu)=+ve| 8.1874e-07 | 2.89763e-07 | 0.000596168 | 2.81e-12 | 4.96e-11 | 1.6e-09 | 2.501e-08 | 1.24e-10 | 1.13e-07 | 5.99e-08 |
 |(scale=1.0) m0=2160, m1/2=940, tanbeta=10, A0=0, sign(mu)=+ve| 6.46171e-07 | 2.4793e-07 | 0.000500804 | 0 | 3.3e-11 | 1.12e-09 | 1.99809e-08 | 9.12e-11 | 7.3e-08 | 4.01e-08 |
 |(scale=1.0) m0=2160, m1/2=960, tanbeta=10, A0=0, sign(mu)=+ve| 5.08919e-07 | 2.12064e-07 | 0.000422974 | 0 | 2.17e-11 | 7.67e-10 | 1.58588e-08 | 6.65e-11 | 4.66e-08 | 2.66e-08 |
 |(scale=1.0) m0=2160, m1/2=980, tanbeta=10, A0=0, sign(mu)=+ve| 4.03048e-07 | 1.8113e-07 | 0.00035615 | 0 | 1.41e-11 | 5.2e-10 | 1.26424e-08 | 4.82e-11 | 2.95e-08 | 1.74e-08 |
 |(scale=1.0) m0=2180, m1/2=1000, tanbeta=10, A0=0, sign(mu)=+ve| 3.1387e-07 | 1.44019e-07 | 0.000302323 | 0 | 7.06e-12 | 2.71e-10 | 9.2861e-09 | 2.97e-11 | 1.83e-08 | 1.02e-08 |
 |(scale=1.0) m0=2180, m1/2=140, tanbeta=10, A0=0, sign(mu)=+ve| 0.009162 | 2.0033e-05 | 42.0814 | 2.26e-11 | 1.58e-07 | 1.24e-06 | 1.1414e-05 | 1.1628e-07 | 8.67 | 0.00817 |
 |(scale=1.0) m0=2180, m1/2=160, tanbeta=10, A0=0, sign(mu)=+ve| 0.0070997 | 1.9144e-05 | 13.0008 | 2.236e-11 | 1.49e-07 | 1.22e-06 | 1.0808e-05 | 1.1017e-07 | 3.97 | 0.00606 |
 |(scale=1.0) m0=2180, m1/2=180, tanbeta=10, A0=0, sign(mu)=+ve| 0.0054738 | 1.8196e-05 | 6.13744 | 2.214e-11 | 1.39e-07 | 1.19e-06 | 1.01e-05 | 1.0404e-07 | 1.94 | 0.00452 |
 |(scale=1.0) m0=2180, m1/2=200, tanbeta=10, A0=0, sign(mu)=+ve| 0.0042504 | 1.7217e-05 | 3.45469 | 2.192e-11 | 1.29e-07 | 1.16e-06 | 9.353e-06 | 9.63e-08 | 0.992 | 0.00339 |
 |(scale=1.0) m0=2180, m1/2=220, tanbeta=10, A0=0, sign(mu)=+ve| 0.0033031 | 1.6218e-05 | 2.12307 | 2.166e-11 | 1.19e-07 | 1.11e-06 | 8.5854e-06 | 8.896e-08 | 0.53 | 0.00255 |
 |(scale=1.0) m0=2180, m1/2=240, tanbeta=10, A0=0, sign(mu)=+ve| 0.0025724 | 1.51993e-05 | 1.38429 | 2.114e-11 | 1.09e-07 | 1.06e-06 | 7.8683e-06 | 8.192e-08 | 0.293 | 0.00193 |
 |(scale=1.0) m0=2180, m1/2=260, tanbeta=10, A0=0, sign(mu)=+ve| 0.00201349 | 1.41734e-05 | 0.941255 | 2.09e-11 | 9.97e-08 | 1e-06 | 7.1311e-06 | 7.458e-08 | 0.167 | 0.00146 |
 |(scale=1.0) m0=2180, m1/2=280, tanbeta=10, A0=0, sign(mu)=+ve| 0.00157491 | 1.31621e-05 | 0.657917 | 2.063e-11 | 9.01e-08 | 9.4e-07 | 6.3939e-06 | 6.734e-08 | 0.0969 | 0.00111 |
 |(scale=1.0) m0=2180, m1/2=300, tanbeta=10, A0=0, sign(mu)=+ve| 0.00123425 | 1.21796e-05 | 0.472043 | 2.035e-11 | 8.08e-08 | 8.74e-07 | 5.7274e-06 | 6.061e-08 | 0.0576 | 0.000843 |
 |(scale=1.0) m0=2180, m1/2=320, tanbeta=10, A0=0, sign(mu)=+ve| 0.00096934 | 1.12314e-05 | 0.34577 | 2.006e-11 | 7.19e-08 | 8.05e-07 | 5.071e-06 | 5.398e-08 | 0.0348 | 0.000642 |
 |(scale=1.0) m0=2180, m1/2=340, tanbeta=10, A0=0, sign(mu)=+ve| 0.00076256 | 1.03061e-05 | 0.257098 | 1.976e-11 | 6.35e-08 | 7.35e-07 | 4.475e-06 | 4.7758e-08 | 0.0214 | 0.000489 |
 |(scale=1.0) m0=2180, m1/2=360, tanbeta=10, A0=0, sign(mu)=+ve| 0.00059866 | 9.4341e-06 | 0.193067 | 1.945e-11 | 5.57e-08 | 6.65e-07 | 3.9395e-06 | 4.2147e-08 | 0.0133 | 0.000372 |
 |(scale=1.0) m0=2180, m1/2=380, tanbeta=10, A0=0, sign(mu)=+ve| 0.00047147 | 8.59832e-06 | 0.147251 | 1.728e-11 | 4.84e-08 | 5.96e-07 | 3.4345e-06 | 3.6942e-08 | 0.00834 | 0.000283 |
 |(scale=1.0) m0=2180, m1/2=400, tanbeta=10, A0=0, sign(mu)=+ve| 0.000371228 | 7.81287e-06 | 0.113094 | 1.697e-11 | 4.18e-08 | 5.31e-07 | 2.99e-06 | 3.2247e-08 | 0.00529 | 0.000215 |
 |(scale=1.0) m0=2180, m1/2=420, tanbeta=10, A0=0, sign(mu)=+ve| 0.000292986 | 7.07436e-06 | 0.0878642 | 1.666e-11 | 3.57e-08 | 4.68e-07 | 2.5758e-06 | 2.7757e-08 | 0.00339 | 0.000163 |
 |(scale=1.0) m0=2180, m1/2=440, tanbeta=10, A0=0, sign(mu)=+ve| 0.000230755 | 6.3785e-06 | 0.0686266 | 1.633e-11 | 3.04e-08 | 4.09e-07 | 2.2221e-06 | 2.3878e-08 | 0.00219 | 0.000124 |
 |(scale=1.0) m0=2180, m1/2=460, tanbeta=10, A0=0, sign(mu)=+ve| 0.000181902 | 5.74224e-06 | 0.0540233 | 1.601e-11 | 2.56e-08 | 3.55e-07 | 1.9088e-06 | 2.0407e-08 | 0.00142 | 9.38e-05 |
 |(scale=1.0) m0=2180, m1/2=480, tanbeta=10, A0=0, sign(mu)=+ve| 0.000143302 | 5.14783e-06 | 0.0427382 | 1.566e-11 | 2.14e-08 | 3.05e-07 | 1.636e-06 | 1.7345e-08 | 0.000925 | 7.08e-05 |
 |(scale=1.0) m0=2180, m1/2=500, tanbeta=10, A0=0, sign(mu)=+ve| 0.000113095 | 4.59648e-06 | 0.0340445 | 1.378e-11 | 1.77e-08 | 2.6e-07 | 1.3835e-06 | 1.4589e-08 | 0.000607 | 5.34e-05 |
 |(scale=1.0) m0=2180, m1/2=520, tanbeta=10, A0=0, sign(mu)=+ve| 8.917e-05 | 4.10454e-06 | 0.0272758 | 1.347e-11 | 1.45e-08 | 2.2e-07 | 1.1813e-06 | 1.2341e-08 | 0.0004 | 4.02e-05 |
 |(scale=1.0) m0=2180, m1/2=540, tanbeta=10, A0=0, sign(mu)=+ve| 7.036e-05 | 3.65658e-06 | 0.0219394 | 1.289e-11 | 1.19e-08 | 1.85e-07 | 9.9441e-07 | 1.03e-08 | 0.000265 | 3.01e-05 |
 |(scale=1.0) m0=2180, m1/2=560, tanbeta=10, A0=0, sign(mu)=+ve| 5.55455e-05 | 3.2407e-06 | 0.0177059 | 1.257e-11 | 9.57e-09 | 1.54e-07 | 8.3679e-07 | 8.524e-09 | 0.000176 | 2.26e-05 |
 |(scale=1.0) m0=2180, m1/2=580, tanbeta=10, A0=0, sign(mu)=+ve| 4.40104e-05 | 2.86977e-06 | 0.0143731 | 1.225e-11 | 7.67e-09 | 1.27e-07 | 6.8842e-07 | 7.044e-09 | 0.000117 | 1.68e-05 |
 |(scale=1.0) m0=2180, m1/2=600, tanbeta=10, A0=0, sign(mu)=+ve| 3.46036e-05 | 2.53228e-06 | 0.0116912 | 1.166e-11 | 6.09e-09 | 1.04e-07 | 5.8526e-07 | 5.778e-09 | 7.79e-05 | 1.25e-05 |
 |(scale=1.0) m0=2180, m1/2=620, tanbeta=10, A0=0, sign(mu)=+ve| 2.73899e-05 | 2.22934e-06 | 0.00954981 | 9.86e-12 | 4.79e-09 | 8.45e-08 | 4.9229e-07 | 4.7169e-09 | 5.2e-05 | 9.28e-06 |
 |(scale=1.0) m0=2180, m1/2=640, tanbeta=10, A0=0, sign(mu)=+ve| 2.16613e-05 | 1.96082e-06 | 0.00783206 | 9.59e-12 | 3.74e-09 | 6.82e-08 | 4.1047e-07 | 3.8293e-09 | 3.49e-05 | 6.86e-06 |
 |(scale=1.0) m0=2180, m1/2=660, tanbeta=10, A0=0, sign(mu)=+ve| 1.71062e-05 | 1.72443e-06 | 0.00642617 | 9.3e-12 | 2.89e-09 | 5.45e-08 | 3.418e-07 | 3.0948e-09 | 2.34e-05 | 5.04e-06 |
 |(scale=1.0) m0=2180, m1/2=680, tanbeta=10, A0=0, sign(mu)=+ve| 1.35221e-05 | 1.51139e-06 | 0.00530128 | 7.55e-12 | 2.21e-09 | 4.32e-08 | 2.8324e-07 | 2.4829e-09 | 1.57e-05 | 3.69e-06 |
 |(scale=1.0) m0=2180, m1/2=700, tanbeta=10, A0=0, sign(mu)=+ve| 1.06788e-05 | 1.32416e-06 | 0.00436221 | 7.32e-12 | 1.67e-09 | 3.39e-08 | 2.3378e-07 | 1.9833e-09 | 1.06e-05 | 2.69e-06 |
 |(scale=1.0) m0=2180, m1/2=720, tanbeta=10, A0=0, sign(mu)=+ve| 8.45062e-06 | 1.15658e-06 | 0.00361551 | 6.66e-12 | 1.26e-09 | 2.64e-08 | 1.9241e-07 | 1.5756e-09 | 7.08e-06 | 1.95e-06 |
 |(scale=1.0) m0=2180, m1/2=740, tanbeta=10, A0=0, sign(mu)=+ve| 6.68084e-06 | 1.00793e-06 | 0.00299679 | 6.45e-12 | 9.33e-10 | 2.04e-08 | 1.5711e-07 | 1.2395e-09 | 4.74e-06 | 1.41e-06 |
 |(scale=1.0) m0=2180, m1/2=760, tanbeta=10, A0=0, sign(mu)=+ve| 5.27697e-06 | 8.76027e-07 | 0.00248972 | 6.23e-12 | 6.86e-10 | 1.56e-08 | 1.2787e-07 | 9.721e-10 | 3.17e-06 | 1.01e-06 |
 |(scale=1.0) m0=2180, m1/2=780, tanbeta=10, A0=0, sign(mu)=+ve| 4.172e-06 | 7.6078e-07 | 0.00207239 | 2.93e-12 | 4.99e-10 | 1.18e-08 | 1.04676e-07 | 7.45e-10 | 2.12e-06 | 7.19e-07 |
 |(scale=1.0) m0=2180, m1/2=800, tanbeta=10, A0=0, sign(mu)=+ve| 3.29361e-06 | 6.58667e-07 | 0.00172646 | 2.83e-12 | 3.59e-10 | 8.87e-09 | 8.4722e-08 | 5.77e-10 | 1.4e-06 | 5.08e-07 |
 |(scale=1.0) m0=2180, m1/2=820, tanbeta=10, A0=0, sign(mu)=+ve| 2.60288e-06 | 5.70999e-07 | 0.00144093 | 0 | 2.55e-10 | 6.59e-09 | 6.8701e-08 | 4.44e-10 | 9.32e-07 | 3.57e-07 |
 |(scale=1.0) m0=2180, m1/2=840, tanbeta=10, A0=0, sign(mu)=+ve| 2.05861e-06 | 4.92937e-07 | 0.00120589 | 0 | 1.8e-10 | 4.85e-09 | 5.5505e-08 | 3.39e-10 | 6.17e-07 | 2.5e-07 |
 |(scale=1.0) m0=2180, m1/2=860, tanbeta=10, A0=0, sign(mu)=+ve| 1.62775e-06 | 4.24701e-07 | 0.00100959 | 0 | 1.25e-10 | 3.53e-09 | 4.4831e-08 | 2.57e-10 | 4.06e-07 | 1.73e-07 |
 |(scale=1.0) m0=2180, m1/2=880, tanbeta=10, A0=0, sign(mu)=+ve| 1.28676e-06 | 3.66419e-07 | 0.000847228 | 0 | 8.59e-11 | 2.54e-09 | 3.6073e-08 | 1.94e-10 | 2.66e-07 | 1.19e-07 |
 |(scale=1.0) m0=2180, m1/2=900, tanbeta=10, A0=0, sign(mu)=+ve| 1.01742e-06 | 3.15214e-07 | 0.000711175 | 0 | 5.84e-11 | 1.81e-09 | 2.8929e-08 | 1.45e-10 | 1.74e-07 | 8.1e-08 |
 |(scale=1.0) m0=2180, m1/2=920, tanbeta=10, A0=0, sign(mu)=+ve| 8.03545e-07 | 2.69934e-07 | 0.000598043 | 0 | 3.92e-11 | 1.27e-09 | 2.31955e-08 | 1.07e-10 | 1.12e-07 | 5.46e-08 |
 |(scale=1.0) m0=2180, m1/2=940, tanbeta=10, A0=0, sign(mu)=+ve| 6.34278e-07 | 2.31355e-07 | 0.000503442 | 0 | 2.6e-11 | 8.81e-10 | 1.847e-08 | 7.9e-11 | 7.23e-08 | 3.65e-08 |
 |(scale=1.0) m0=2180, m1/2=960, tanbeta=10, A0=0, sign(mu)=+ve| 5.01829e-07 | 1.98023e-07 | 0.000424503 | 0 | 1.7e-11 | 6.03e-10 | 1.47509e-08 | 5.76e-11 | 4.62e-08 | 2.41e-08 |
 |(scale=1.0) m0=2180, m1/2=980, tanbeta=10, A0=0, sign(mu)=+ve| 3.95857e-07 | 1.69021e-07 | 0.000357507 | 0 | 1.1e-11 | 4.07e-10 | 1.17366e-08 | 4.16e-11 | 2.92e-08 | 1.58e-08 |
 |(scale=1.0) m0=2200, m1/2=1000, tanbeta=10, A0=0, sign(mu)=+ve| 3.08574e-07 | 1.3466e-07 | 0.000302854 | 0 | 5.52e-12 | 2.1e-10 | 8.6024e-09 | 2.55e-11 | 1.81e-08 | 9.18e-09 |
 |(scale=1.0) m0=2200, m1/2=140, tanbeta=10, A0=0, sign(mu)=+ve| 0.008863 | 1.8259e-05 | 65.1594 | 1.608e-11 | 1.32e-07 | 1.01e-06 | 1.02984e-05 | 1.0037e-07 | 8.66 | 0.00755 |
 |(scale=1.0) m0=2200, m1/2=160, tanbeta=10, A0=0, sign(mu)=+ve| 0.0068397 | 1.745e-05 | 13.8659 | 1.591e-11 | 1.24e-07 | 9.91e-07 | 9.7427e-06 | 9.496e-08 | 3.96 | 0.0056 |
 |(scale=1.0) m0=2200, m1/2=180, tanbeta=10, A0=0, sign(mu)=+ve| 0.005305 | 1.6605e-05 | 6.36178 | 1.573e-11 | 1.16e-07 | 9.68e-07 | 9.0865e-06 | 8.905e-08 | 1.93 | 0.00418 |
 |(scale=1.0) m0=2200, m1/2=200, tanbeta=10, A0=0, sign(mu)=+ve| 0.0041123 | 1.57093e-05 | 3.52407 | 1.401e-11 | 1.08e-07 | 9.39e-07 | 8.4201e-06 | 8.284e-08 | 0.991 | 0.00314 |
 |(scale=1.0) m0=2200, m1/2=220, tanbeta=10, A0=0, sign(mu)=+ve| 0.0032013 | 1.48013e-05 | 2.15382 | 1.385e-11 | 9.97e-08 | 9.03e-07 | 7.7337e-06 | 7.653e-08 | 0.529 | 0.00236 |
 |(scale=1.0) m0=2200, m1/2=240, tanbeta=10, A0=0, sign(mu)=+ve| 0.0024995 | 1.38593e-05 | 1.39974 | 1.369e-11 | 9.13e-08 | 8.62e-07 | 7.0976e-06 | 7.052e-08 | 0.292 | 0.00179 |
 |(scale=1.0) m0=2200, m1/2=260, tanbeta=10, A0=0, sign(mu)=+ve| 0.00195068 | 1.29511e-05 | 0.948713 | 1.353e-11 | 8.31e-08 | 8.15e-07 | 6.381e-06 | 6.379e-08 | 0.166 | 0.00135 |
 |(scale=1.0) m0=2200, m1/2=280, tanbeta=10, A0=0, sign(mu)=+ve| 0.00152701 | 1.20433e-05 | 0.662008 | 1.336e-11 | 7.5e-08 | 7.65e-07 | 5.7752e-06 | 5.799e-08 | 0.0968 | 0.00103 |
 |(scale=1.0) m0=2200, m1/2=300, tanbeta=10, A0=0, sign(mu)=+ve| 0.00120087 | 1.11411e-05 | 0.476077 | 1.291e-11 | 6.72e-08 | 7.11e-07 | 5.1594e-06 | 5.2179e-08 | 0.0575 | 0.000781 |
 |(scale=1.0) m0=2200, m1/2=320, tanbeta=10, A0=0, sign(mu)=+ve| 0.00094258 | 1.02762e-05 | 0.348301 | 1.274e-11 | 5.98e-08 | 6.55e-07 | 4.6142e-06 | 4.6779e-08 | 0.0347 | 0.000594 |
 |(scale=1.0) m0=2200, m1/2=340, tanbeta=10, A0=0, sign(mu)=+ve| 0.00074042 | 9.4471e-06 | 0.258342 | 1.254e-11 | 5.28e-08 | 5.98e-07 | 4.0488e-06 | 4.1176e-08 | 0.0213 | 0.000452 |
 |(scale=1.0) m0=2200, m1/2=360, tanbeta=10, A0=0, sign(mu)=+ve| 0.00058275 | 8.63913e-06 | 0.194396 | 1.234e-11 | 4.62e-08 | 5.41e-07 | 3.5743e-06 | 3.6487e-08 | 0.0132 | 0.000344 |
 |(scale=1.0) m0=2200, m1/2=380, tanbeta=10, A0=0, sign(mu)=+ve| 0.0004593 | 7.88921e-06 | 0.147789 | 1.215e-11 | 4.01e-08 | 4.86e-07 | 3.1199e-06 | 3.1901e-08 | 0.00832 | 0.000262 |
 |(scale=1.0) m0=2200, m1/2=400, tanbeta=10, A0=0, sign(mu)=+ve| 0.000361622 | 7.16358e-06 | 0.113696 | 1.166e-11 | 3.46e-08 | 4.32e-07 | 2.716e-06 | 2.7823e-08 | 0.00528 | 0.000199 |
 |(scale=1.0) m0=2200, m1/2=420, tanbeta=10, A0=0, sign(mu)=+ve| 0.000285705 | 6.49066e-06 | 0.088194 | 9.94e-12 | 2.96e-08 | 3.81e-07 | 2.3424e-06 | 2.4051e-08 | 0.00338 | 0.000151 |
 |(scale=1.0) m0=2200, m1/2=440, tanbeta=10, A0=0, sign(mu)=+ve| 0.000225076 | 5.86748e-06 | 0.0689984 | 9.75e-12 | 2.51e-08 | 3.34e-07 | 2.0292e-06 | 2.0687e-08 | 0.00218 | 0.000115 |
 |(scale=1.0) m0=2200, m1/2=460, tanbeta=10, A0=0, sign(mu)=+ve| 0.000177396 | 5.28069e-06 | 0.0542577 | 9.56e-12 | 2.11e-08 | 2.89e-07 | 1.7364e-06 | 1.773e-08 | 0.00142 | 8.69e-05 |
 |(scale=1.0) m0=2200, m1/2=480, tanbeta=10, A0=0, sign(mu)=+ve| 0.000140071 | 4.73505e-06 | 0.0430439 | 9.36e-12 | 1.76e-08 | 2.49e-07 | 1.4839e-06 | 1.5079e-08 | 0.000924 | 6.56e-05 |
 |(scale=1.0) m0=2200, m1/2=500, tanbeta=10, A0=0, sign(mu)=+ve| 0.000110391 | 4.23422e-06 | 0.0341423 | 7.65e-12 | 1.46e-08 | 2.12e-07 | 1.2617e-06 | 1.2734e-08 | 0.000606 | 4.94e-05 |
 |(scale=1.0) m0=2200, m1/2=520, tanbeta=10, A0=0, sign(mu)=+ve| 8.7168e-05 | 3.77831e-06 | 0.0273484 | 7.48e-12 | 1.2e-08 | 1.79e-07 | 1.07981e-06 | 1.0695e-08 | 0.000399 | 3.72e-05 |
 |(scale=1.0) m0=2200, m1/2=540, tanbeta=10, A0=0, sign(mu)=+ve| 6.8759e-05 | 3.36838e-06 | 0.0219893 | 7.3e-12 | 9.74e-09 | 1.51e-07 | 9.0818e-07 | 8.911e-09 | 0.000264 | 2.79e-05 |
 |(scale=1.0) m0=2200, m1/2=560, tanbeta=10, A0=0, sign(mu)=+ve| 5.43952e-05 | 2.98372e-06 | 0.0177673 | 6.69e-12 | 7.86e-09 | 1.25e-07 | 7.6678e-07 | 7.402e-09 | 0.000175 | 2.09e-05 |
 |(scale=1.0) m0=2200, m1/2=580, tanbeta=10, A0=0, sign(mu)=+ve| 4.29994e-05 | 2.6464e-06 | 0.0144095 | 6.53e-12 | 6.28e-09 | 1.03e-07 | 6.1959e-07 | 6.118e-09 | 0.000116 | 1.56e-05 |
 |(scale=1.0) m0=2200, m1/2=600, tanbeta=10, A0=0, sign(mu)=+ve| 3.39429e-05 | 2.33718e-06 | 0.0117303 | 6.35e-12 | 4.98e-09 | 8.46e-08 | 5.3558e-07 | 5.0272e-09 | 7.76e-05 | 1.16e-05 |
 |(scale=1.0) m0=2200, m1/2=620, tanbeta=10, A0=0, sign(mu)=+ve| 2.67994e-05 | 2.05942e-06 | 0.00957678 | 3.45e-12 | 3.91e-09 | 6.87e-08 | 4.5073e-07 | 4.0999e-09 | 5.18e-05 | 8.57e-06 |
 |(scale=1.0) m0=2200, m1/2=640, tanbeta=10, A0=0, sign(mu)=+ve| 2.11819e-05 | 1.8156e-06 | 0.00785533 | 2.92e-12 | 3.05e-09 | 5.54e-08 | 3.7703e-07 | 3.3357e-09 | 3.48e-05 | 6.34e-06 |
 |(scale=1.0) m0=2200, m1/2=660, tanbeta=10, A0=0, sign(mu)=+ve| 1.67459e-05 | 1.596e-06 | 0.0064494 | 2.84e-12 | 2.35e-09 | 4.42e-08 | 3.1444e-07 | 2.6939e-09 | 2.33e-05 | 4.66e-06 |
 |(scale=1.0) m0=2200, m1/2=680, tanbeta=10, A0=0, sign(mu)=+ve| 1.3233e-05 | 1.40161e-06 | 0.0053115 | 2.76e-12 | 1.79e-09 | 3.5e-08 | 2.6095e-07 | 2.1543e-09 | 1.57e-05 | 3.41e-06 |
 |(scale=1.0) m0=2200, m1/2=700, tanbeta=10, A0=0, sign(mu)=+ve| 1.04689e-05 | 1.22793e-06 | 0.00438948 | 0 | 1.36e-09 | 2.75e-08 | 2.1556e-07 | 1.7266e-09 | 1.05e-05 | 2.48e-06 |
 |(scale=1.0) m0=2200, m1/2=720, tanbeta=10, A0=0, sign(mu)=+ve| 8.2729e-06 | 1.07277e-06 | 0.00362175 | 0 | 1.01e-09 | 2.14e-08 | 1.7823e-07 | 1.3704e-09 | 7.05e-06 | 1.8e-06 |
