 | Sub-processes | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg |
 |(scale=2.0) m0=640, m1/2=60, tanbeta=40, A0=-500, sign(mu)=+ve| 1.5851 | 0.119946 | 7.80909 | 0.00028291 | 0.279 | 0.761 | 0.4285 | 0.0976 | 680 | 33.6 |
 |(scale=2.0) m0=640, m1/2=620, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000133048 | 0.000306396 | 0.006181 | 0.000142633 | 0.000154 | 0.00138 | 0.0001208 | 3.16e-05 | 7.56e-05 | 0.000859 |
 |(scale=2.0) m0=640, m1/2=640, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00010171 | 0.000248197 | 0.00507522 | 0.000136981 | 0.000114 | 0.00106 | 9.123e-05 | 2.383e-05 | 5.17e-05 | 0.000624 |
 |(scale=2.0) m0=640, m1/2=680, tanbeta=40, A0=-500, sign(mu)=+ve| 6.00573e-05 | 0.000163686 | 0.00347003 | 0.000126278 | 6.25e-05 | 0.000627 | 5.278e-05 | 1.347e-05 | 2.43e-05 | 0.000329 |
 |(scale=2.0) m0=640, m1/2=700, tanbeta=40, A0=-500, sign(mu)=+ve| 4.61397e-05 | 0.000133315 | 0.00286992 | 0.000121196 | 4.62e-05 | 0.00048 | 4.024e-05 | 1.014e-05 | 1.66e-05 | 0.000239 |
 |(scale=2.0) m0=640, m1/2=720, tanbeta=40, A0=-500, sign(mu)=+ve| 3.56067e-05 | 0.000108408 | 0.00238932 | 0.000116159 | 3.41e-05 | 0.000367 | 3.072e-05 | 7.64e-06 | 1.14e-05 | 0.000173 |
 |(scale=2.0) m0=640, m1/2=740, tanbeta=40, A0=-500, sign(mu)=+ve| 2.75012e-05 | 8.84481e-05 | 0.00198783 | 0.000111405 | 2.51e-05 | 0.00028 | 2.346e-05 | 5.76e-06 | 7.81e-06 | 0.000125 |
 |(scale=2.0) m0=640, m1/2=760, tanbeta=40, A0=-500, sign(mu)=+ve| 2.12481e-05 | 7.21343e-05 | 0.00166 | 0.000106785 | 1.85e-05 | 0.000213 | 1.798e-05 | 4.33e-06 | 5.35e-06 | 9.08e-05 |
 |(scale=2.0) m0=640, m1/2=80, tanbeta=40, A0=-500, sign(mu)=+ve| 0.9668 | 0.106522 | 134.136 | 0.00028116 | 0.247 | 0.697 | 0.388 | 0.0818 | 176 | 19.5 |
 |(scale=2.0) m0=660, m1/2=100, tanbeta=40, A0=-500, sign(mu)=+ve| 0.57152 | 0.079341 | 43.6167 | 0.000225711 | 0.172 | 0.524 | 0.2641 | 0.0545 | 56.9 | 10.5 |
 |(scale=2.0) m0=660, m1/2=120, tanbeta=40, A0=-500, sign(mu)=+ve| 0.37355 | 0.067802 | 19.0411 | 0.000224086 | 0.145 | 0.456 | 0.212 | 0.04328 | 21.6 | 6.55 |
 |(scale=2.0) m0=660, m1/2=140, tanbeta=40, A0=-500, sign(mu)=+ve| 0.24835 | 0.057002 | 9.66625 | 0.00022222 | 0.119 | 0.389 | 0.1659 | 0.03371 | 9.15 | 4.17 |
 |(scale=2.0) m0=660, m1/2=160, tanbeta=40, A0=-500, sign(mu)=+ve| 0.167355 | 0.047131 | 5.39174 | 0.00022012 | 0.0954 | 0.325 | 0.1258 | 0.0258 | 4.2 | 2.69 |
 |(scale=2.0) m0=660, m1/2=180, tanbeta=40, A0=-500, sign(mu)=+ve| 0.114412 | 0.0386773 | 3.2134 | 0.0002176 | 0.0755 | 0.268 | 0.09413 | 0.01955 | 2.05 | 1.77 |
 |(scale=2.0) m0=660, m1/2=220, tanbeta=40, A0=-500, sign(mu)=+ve| 0.054922 | 0.0252704 | 1.30954 | 0.00021135 | 0.0455 | 0.176 | 0.05052 | 0.01089 | 0.565 | 0.785 |
 |(scale=2.0) m0=660, m1/2=260, tanbeta=40, A0=-500, sign(mu)=+ve| 0.027492 | 0.0161754 | 0.606098 | 0.0002041 | 0.0265 | 0.113 | 0.02647 | 0.00607 | 0.179 | 0.363 |
 |(scale=2.0) m0=660, m1/2=380, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00400195 | 0.00406572 | 0.0951079 | 0.000176983 | 0.00478 | 0.0268 | 0.003853 | 0.000985 | 0.0096 | 0.042 |
 |(scale=2.0) m0=660, m1/2=40, tanbeta=40, A0=-500, sign(mu)=+ve| 2.5774 | 0.111061 | 28.4699 | 0.000227267 | 0.242 | 0.666 | 0.385 | 0.0886 | 4180 | 55.2 |
 |(scale=2.0) m0=660, m1/2=420, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00218906 | 0.00256824 | 0.0564609 | 0.00016696 | 0.00267 | 0.0163 | 0.002063 | 0.000542 | 0.00403 | 0.0213 |
 |(scale=2.0) m0=660, m1/2=460, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00121383 | 0.00163572 | 0.0346761 | 0.00015684 | 0.00148 | 0.00992 | 0.001129 | 0.0003005 | 0.00175 | 0.0109 |
 |(scale=2.0) m0=660, m1/2=480, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00090804 | 0.00131249 | 0.0275107 | 0.000151811 | 0.00111 | 0.00772 | 0.0008411 | 0.0002235 | 0.00117 | 0.00787 |
 |(scale=2.0) m0=660, m1/2=500, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000684914 | 0.00105453 | 0.0219281 | 0.000146755 | 0.000825 | 0.006 | 0.0006278 | 0.0001673 | 0.000781 | 0.00568 |
 |(scale=2.0) m0=660, m1/2=560, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000296798 | 0.000551959 | 0.0114303 | 0.000131877 | 0.000342 | 0.0028 | 0.0002654 | 7.03e-05 | 0.00024 | 0.00215 |
 |(scale=2.0) m0=660, m1/2=580, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000225539 | 0.000446654 | 0.00929871 | 0.000127124 | 0.000255 | 0.00217 | 0.0002004 | 5.28e-05 | 0.000163 | 0.00156 |
 |(scale=2.0) m0=660, m1/2=600, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000171267 | 0.000361158 | 0.00758594 | 0.000122494 | 0.000191 | 0.00167 | 0.0001521 | 3.97e-05 | 0.000109 | 0.00113 |
 |(scale=2.0) m0=660, m1/2=60, tanbeta=40, A0=-500, sign(mu)=+ve| 1.471 | 0.10187 | 7.76106 | 0.000228125 | 0.223 | 0.635 | 0.3301 | 0.0788 | 676 | 29.8 |
 |(scale=2.0) m0=660, m1/2=620, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000130938 | 0.00029271 | 0.00620559 | 0.00011776 | 0.000143 | 0.00129 | 0.0001152 | 2.985e-05 | 7.47e-05 | 0.000825 |
 |(scale=2.0) m0=660, m1/2=660, tanbeta=40, A0=-500, sign(mu)=+ve| 7.68951e-05 | 0.000193286 | 0.00419658 | 0.000108885 | 7.86e-05 | 0.000766 | 6.644e-05 | 1.691e-05 | 3.5e-05 | 0.000436 |
 |(scale=2.0) m0=660, m1/2=680, tanbeta=40, A0=-500, sign(mu)=+ve| 5.90647e-05 | 0.000157246 | 0.0034722 | 0.000104646 | 5.82e-05 | 0.000588 | 5.064e-05 | 1.273e-05 | 2.4e-05 | 0.000317 |
 |(scale=2.0) m0=660, m1/2=700, tanbeta=40, A0=-500, sign(mu)=+ve| 4.55677e-05 | 0.000128086 | 0.00288423 | 0.000100509 | 4.31e-05 | 0.000451 | 3.866e-05 | 9.6e-06 | 1.64e-05 | 0.00023 |
 |(scale=2.0) m0=660, m1/2=720, tanbeta=40, A0=-500, sign(mu)=+ve| 3.50252e-05 | 0.000104385 | 0.00239255 | 9.6453e-05 | 3.19e-05 | 0.000345 | 2.959e-05 | 7.24e-06 | 1.13e-05 | 0.000167 |
 |(scale=2.0) m0=660, m1/2=740, tanbeta=40, A0=-500, sign(mu)=+ve| 2.717e-05 | 8.51703e-05 | 0.00199429 | 9.2628e-05 | 2.35e-05 | 0.000264 | 2.266e-05 | 5.46e-06 | 7.73e-06 | 0.000121 |
 |(scale=2.0) m0=660, m1/2=760, tanbeta=40, A0=-500, sign(mu)=+ve| 2.09574e-05 | 6.9631e-05 | 0.00166569 | 8.8791e-05 | 1.74e-05 | 0.000201 | 1.731e-05 | 4.12e-06 | 5.29e-06 | 8.76e-05 |
 |(scale=2.0) m0=660, m1/2=80, tanbeta=40, A0=-500, sign(mu)=+ve| 0.89709 | 0.090995 | 132.829 | 0.000227007 | 0.199 | 0.585 | 0.3252 | 0.0666 | 174 | 17.4 |
 |(scale=2.0) m0=680, m1/2=100, tanbeta=40, A0=-500, sign(mu)=+ve| 0.53366 | 0.068428 | 43.488 | 0.000182691 | 0.14 | 0.443 | 0.2201 | 0.04494 | 56.6 | 9.46 |
 |(scale=2.0) m0=680, m1/2=120, tanbeta=40, A0=-500, sign(mu)=+ve| 0.35074 | 0.058802 | 19.0125 | 0.000181419 | 0.119 | 0.389 | 0.1778 | 0.03605 | 21.5 | 5.93 |
 |(scale=2.0) m0=680, m1/2=140, tanbeta=40, A0=-500, sign(mu)=+ve| 0.2344 | 0.049781 | 9.66277 | 0.000179975 | 0.0983 | 0.334 | 0.1403 | 0.02833 | 9.1 | 3.79 |
 |(scale=2.0) m0=680, m1/2=160, tanbeta=40, A0=-500, sign(mu)=+ve| 0.158688 | 0.0414063 | 5.41004 | 0.000178312 | 0.0797 | 0.282 | 0.10741 | 0.02191 | 4.17 | 2.46 |
 |(scale=2.0) m0=680, m1/2=180, tanbeta=40, A0=-500, sign(mu)=+ve| 0.108752 | 0.0341921 | 3.22456 | 0.000176342 | 0.0636 | 0.234 | 0.08107 | 0.01669 | 2.04 | 1.62 |
 |(scale=2.0) m0=680, m1/2=200, tanbeta=40, A0=-500, sign(mu)=+ve| 0.075269 | 0.0279256 | 2.02 | 0.000173994 | 0.05 | 0.192 | 0.06026 | 0.01261 | 1.05 | 1.08 |
 |(scale=2.0) m0=680, m1/2=20, tanbeta=40, A0=-500, sign(mu)=+ve| 4.189 | 0.099201 | 246.943 | 0.000182866 | 0.201 | 0.566 | 0.2964 | 0.0736 | 67900 | 101 |
 |(scale=2.0) m0=680, m1/2=220, tanbeta=40, A0=-500, sign(mu)=+ve| 0.052699 | 0.0226291 | 1.31517 | 0.000171537 | 0.0389 | 0.156 | 0.0443 | 0.00946 | 0.562 | 0.728 |
 |(scale=2.0) m0=680, m1/2=240, tanbeta=40, A0=-500, sign(mu)=+ve| 0.037207 | 0.0182492 | 0.884111 | 0.000168812 | 0.03 | 0.125 | 0.03236 | 0.00707 | 0.311 | 0.494 |
 |(scale=2.0) m0=680, m1/2=260, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0263626 | 0.0146505 | 0.610923 | 0.00016592 | 0.023 | 0.1 | 0.02366 | 0.00527 | 0.178 | 0.338 |
 |(scale=2.0) m0=680, m1/2=280, tanbeta=40, A0=-500, sign(mu)=+ve| 0.018927 | 0.0117351 | 0.430734 | 0.000162562 | 0.0175 | 0.08 | 0.01713 | 0.00398 | 0.104 | 0.233 |
 |(scale=2.0) m0=680, m1/2=300, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0136357 | 0.00936398 | 0.30947 | 0.000159259 | 0.0133 | 0.0634 | 0.01255 | 0.002949 | 0.0623 | 0.162 |
 |(scale=2.0) m0=680, m1/2=320, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0098957 | 0.00746151 | 0.226304 | 0.000155901 | 0.01 | 0.0502 | 0.009106 | 0.002183 | 0.038 | 0.113 |
 |(scale=2.0) m0=680, m1/2=340, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0072135 | 0.00594403 | 0.167747 | 0.000152009 | 0.00758 | 0.0396 | 0.006639 | 0.00162 | 0.0236 | 0.0795 |
 |(scale=2.0) m0=680, m1/2=360, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0052828 | 0.00474174 | 0.126009 | 0.000148264 | 0.0057 | 0.0311 | 0.004857 | 0.001203 | 0.0149 | 0.0561 |
 |(scale=2.0) m0=680, m1/2=380, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00389576 | 0.00377663 | 0.0956801 | 0.000144417 | 0.00428 | 0.0244 | 0.003556 | 0.000895 | 0.0095 | 0.0398 |
 |(scale=2.0) m0=680, m1/2=400, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00287665 | 0.00300697 | 0.0734848 | 0.000140459 | 0.00321 | 0.0192 | 0.002616 | 0.000669 | 0.00612 | 0.0283 |
 |(scale=2.0) m0=680, m1/2=40, tanbeta=40, A0=-500, sign(mu)=+ve| 2.3494 | 0.094277 | 28.3513 | 0.000183738 | 0.193 | 0.554 | 0.3142 | 0.0713 | 4160 | 48.5 |
 |(scale=2.0) m0=680, m1/2=420, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0021336 | 0.00240212 | 0.0567648 | 0.000136621 | 0.0024 | 0.015 | 0.001919 | 0.000498 | 0.00399 | 0.0202 |
 |(scale=2.0) m0=680, m1/2=440, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0015889 | 0.00191833 | 0.0444208 | 0.000132582 | 0.0018 | 0.0117 | 0.001429 | 0.000372 | 0.00262 | 0.0145 |
 |(scale=2.0) m0=680, m1/2=460, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0011856 | 0.0015387 | 0.0349079 | 0.000128483 | 0.00134 | 0.00916 | 0.001061 | 0.0002769 | 0.00173 | 0.0104 |
 |(scale=2.0) m0=680, m1/2=480, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00088989 | 0.00123869 | 0.0276825 | 0.000124519 | 0.00101 | 0.00714 | 0.0007909 | 0.000207 | 0.00115 | 0.00751 |
 |(scale=2.0) m0=680, m1/2=500, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000670997 | 0.000996929 | 0.0219804 | 0.000120507 | 0.000751 | 0.00556 | 0.000592 | 0.0001551 | 0.000772 | 0.00542 |
 |(scale=2.0) m0=680, m1/2=520, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00050698 | 0.000803115 | 0.0176259 | 0.000116576 | 0.000562 | 0.00432 | 0.0004444 | 0.0001165 | 0.00052 | 0.00393 |
 |(scale=2.0) m0=680, m1/2=540, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000384084 | 0.000648665 | 0.0142016 | 0.000112577 | 0.00042 | 0.00336 | 0.0003347 | 8.74e-05 | 0.000351 | 0.00285 |
 |(scale=2.0) m0=680, m1/2=560, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000292575 | 0.000525123 | 0.0114873 | 0.000108762 | 0.000313 | 0.00261 | 0.0002519 | 6.57e-05 | 0.000238 | 0.00206 |
 |(scale=2.0) m0=680, m1/2=580, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000222325 | 0.000424686 | 0.00933637 | 0.000104842 | 0.000234 | 0.00202 | 0.0001913 | 4.94e-05 | 0.000161 | 0.0015 |
 |(scale=2.0) m0=680, m1/2=600, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000169261 | 0.00034444 | 0.0076242 | 0.000101186 | 0.000175 | 0.00156 | 0.0001443 | 3.72e-05 | 0.00011 | 0.00109 |
 |(scale=2.0) m0=680, m1/2=60, tanbeta=40, A0=-500, sign(mu)=+ve| 1.351 | 0.086864 | 7.7038 | 0.000184672 | 0.179 | 0.53 | 0.3067 | 0.064 | 672 | 26.4 |
 |(scale=2.0) m0=680, m1/2=620, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000128831 | 0.000280415 | 0.00623906 | 9.7408e-05 | 0.000132 | 0.00121 | 0.0001098 | 2.801e-05 | 7.39e-05 | 0.000792 |
 |(scale=2.0) m0=680, m1/2=640, tanbeta=40, A0=-500, sign(mu)=+ve| 9.86982e-05 | 0.000227564 | 0.00513072 | 9.38e-05 | 9.81e-05 | 0.000932 | 8.346e-05 | 2.116e-05 | 5.06e-05 | 0.000577 |
 |(scale=2.0) m0=680, m1/2=660, tanbeta=40, A0=-500, sign(mu)=+ve| 7.56605e-05 | 0.000185235 | 0.00421844 | 9.0232e-05 | 7.29e-05 | 0.000717 | 6.362e-05 | 1.596e-05 | 3.46e-05 | 0.000419 |
 |(scale=2.0) m0=680, m1/2=680, tanbeta=40, A0=-500, sign(mu)=+ve| 5.82608e-05 | 0.000150908 | 0.0034933 | 8.6884e-05 | 5.41e-05 | 0.000551 | 4.851e-05 | 1.203e-05 | 2.37e-05 | 0.000305 |
 |(scale=2.0) m0=680, m1/2=700, tanbeta=40, A0=-500, sign(mu)=+ve| 4.48855e-05 | 0.000122957 | 0.00288843 | 8.3515e-05 | 4.01e-05 | 0.000423 | 3.709e-05 | 9.08e-06 | 1.63e-05 | 0.000221 |
 |(scale=2.0) m0=680, m1/2=720, tanbeta=40, A0=-500, sign(mu)=+ve| 3.46236e-05 | 0.000100364 | 0.00240707 | 8.0213e-05 | 2.97e-05 | 0.000324 | 2.836e-05 | 6.86e-06 | 1.11e-05 | 0.000161 |
 |(scale=2.0) m0=680, m1/2=740, tanbeta=40, A0=-500, sign(mu)=+ve| 2.67289e-05 | 8.19846e-05 | 0.00200196 | 7.6999e-05 | 2.2e-05 | 0.000248 | 2.177e-05 | 5.18e-06 | 7.64e-06 | 0.000117 |
 |(scale=2.0) m0=680, m1/2=760, tanbeta=40, A0=-500, sign(mu)=+ve| 2.06766e-05 | 6.70286e-05 | 0.00167122 | 7.3973e-05 | 1.62e-05 | 0.000189 | 1.674e-05 | 3.91e-06 | 5.23e-06 | 8.44e-05 |
 |(scale=2.0) m0=680, m1/2=80, tanbeta=40, A0=-500, sign(mu)=+ve| 0.83445 | 0.077953 | 131.724 | 0.000183618 | 0.161 | 0.492 | 0.2641 | 0.0544 | 173 | 15.5 |
 |(scale=2.0) m0=700, m1/2=100, tanbeta=40, A0=-500, sign(mu)=+ve| 0.49842 | 0.059066 | 43.2608 | 0.00014822 | 0.114 | 0.375 | 0.1844 | 0.03716 | 56.4 | 8.51 |
 |(scale=2.0) m0=700, m1/2=120, tanbeta=40, A0=-500, sign(mu)=+ve| 0.32968 | 0.051032 | 18.975 | 0.000147237 | 0.0977 | 0.332 | 0.1489 | 0.0301 | 21.4 | 5.36 |
 |(scale=2.0) m0=700, m1/2=140, tanbeta=40, A0=-500, sign(mu)=+ve| 0.22115 | 0.043455 | 9.66962 | 0.000146083 | 0.0815 | 0.287 | 0.11792 | 0.02386 | 9.06 | 3.45 |
 |(scale=2.0) m0=700, m1/2=160, tanbeta=40, A0=-500, sign(mu)=+ve| 0.150436 | 0.0364649 | 5.40842 | 0.000144817 | 0.0666 | 0.243 | 0.09187 | 0.01856 | 4.15 | 2.25 |
 |(scale=2.0) m0=700, m1/2=180, tanbeta=40, A0=-500, sign(mu)=+ve| 0.103408 | 0.0302528 | 3.23665 | 0.000143269 | 0.0535 | 0.203 | 0.06989 | 0.01432 | 2.03 | 1.49 |
 |(scale=2.0) m0=700, m1/2=200, tanbeta=40, A0=-500, sign(mu)=+ve| 0.071881 | 0.0248636 | 2.02845 | 0.000141488 | 0.0424 | 0.168 | 0.05241 | 0.01088 | 1.04 | 0.997 |
 |(scale=2.0) m0=700, m1/2=20, tanbeta=40, A0=-500, sign(mu)=+ve| 3.8676 | 0.084244 | 246.943 | 0.000148246 | 0.161 | 0.471 | 0.2428 | 0.0592 | 67900 | 88.5 |
 |(scale=2.0) m0=700, m1/2=220, tanbeta=40, A0=-500, sign(mu)=+ve| 0.050437 | 0.0202647 | 1.32182 | 0.000139494 | 0.0333 | 0.137 | 0.03892 | 0.00823 | 0.558 | 0.674 |
 |(scale=2.0) m0=700, m1/2=240, tanbeta=40, A0=-500, sign(mu)=+ve| 0.035686 | 0.0164434 | 0.889871 | 0.000137365 | 0.0258 | 0.111 | 0.02869 | 0.00619 | 0.309 | 0.459 |
 |(scale=2.0) m0=700, m1/2=260, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0253833 | 0.013259 | 0.613762 | 0.000135066 | 0.0199 | 0.0894 | 0.02106 | 0.00464 | 0.176 | 0.315 |
 |(scale=2.0) m0=700, m1/2=280, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0182452 | 0.0106724 | 0.433219 | 0.000132604 | 0.0153 | 0.0715 | 0.0154 | 0.00352 | 0.103 | 0.218 |
 |(scale=2.0) m0=700, m1/2=300, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0131782 | 0.00854793 | 0.311475 | 0.000129982 | 0.0117 | 0.057 | 0.01125 | 0.00263 | 0.0616 | 0.152 |
 |(scale=2.0) m0=700, m1/2=320, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0095812 | 0.00686035 | 0.22795 | 0.000127111 | 0.00885 | 0.0453 | 0.008276 | 0.001957 | 0.0377 | 0.106 |
 |(scale=2.0) m0=700, m1/2=340, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0069935 | 0.00549141 | 0.168799 | 0.000124221 | 0.0067 | 0.0358 | 0.006069 | 0.001463 | 0.0234 | 0.0749 |
 |(scale=2.0) m0=700, m1/2=380, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00377947 | 0.00350777 | 0.0963543 | 0.000118183 | 0.00382 | 0.0223 | 0.003281 | 0.000815 | 0.0094 | 0.0377 |
 |(scale=2.0) m0=700, m1/2=400, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00279978 | 0.00280514 | 0.0739665 | 0.000115057 | 0.00287 | 0.0175 | 0.002418 | 0.000611 | 0.00606 | 0.0269 |
 |(scale=2.0) m0=700, m1/2=420, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00207804 | 0.00224514 | 0.0571498 | 0.000112127 | 0.00216 | 0.0138 | 0.001786 | 0.000457 | 0.00394 | 0.0192 |
 |(scale=2.0) m0=700, m1/2=440, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00154956 | 0.00179787 | 0.0447692 | 0.000108815 | 0.00162 | 0.0108 | 0.00133 | 0.000342 | 0.00259 | 0.0138 |
 |(scale=2.0) m0=700, m1/2=460, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00115937 | 0.0014486 | 0.0350367 | 0.000105702 | 0.00122 | 0.00844 | 0.000994 | 0.0002557 | 0.00171 | 0.00993 |
 |(scale=2.0) m0=700, m1/2=480, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00086974 | 0.00116793 | 0.0278558 | 0.000102439 | 0.000912 | 0.00659 | 0.0007439 | 0.0001917 | 0.00114 | 0.00716 |
 |(scale=2.0) m0=700, m1/2=540, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000377343 | 0.000615761 | 0.0142681 | 9.2998e-05 | 0.000384 | 0.00312 | 0.0003168 | 8.15e-05 | 0.000347 | 0.00272 |
 |(scale=2.0) m0=700, m1/2=560, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000287051 | 0.000499399 | 0.0115544 | 8.9763e-05 | 0.000287 | 0.00242 | 0.0002395 | 6.14e-05 | 0.000235 | 0.00198 |
 |(scale=2.0) m0=700, m1/2=580, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000218808 | 0.000404718 | 0.00938408 | 8.6703e-05 | 0.000215 | 0.00188 | 0.0001813 | 4.63e-05 | 0.00016 | 0.00144 |
 |(scale=2.0) m0=700, m1/2=600, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000166852 | 0.000329114 | 0.00766236 | 8.369e-05 | 0.000161 | 0.00146 | 0.0001376 | 3.49e-05 | 0.000109 | 0.00105 |
 |(scale=2.0) m0=700, m1/2=60, tanbeta=40, A0=-500, sign(mu)=+ve| 1.25081 | 0.074245 | 7.65861 | 0.00014969 | 0.144 | 0.444 | 0.2521 | 0.0521 | 669 | 23.4 |
 |(scale=2.0) m0=700, m1/2=620, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000127426 | 0.00026752 | 0.00627255 | 8.0755e-05 | 0.000121 | 0.00113 | 0.0001047 | 2.63e-05 | 7.42e-05 | 0.000761 |
 |(scale=2.0) m0=700, m1/2=640, tanbeta=40, A0=-500, sign(mu)=+ve| 9.7293e-05 | 0.000217688 | 0.00514372 | 7.7796e-05 | 9.05e-05 | 0.00087 | 7.974e-05 | 1.991e-05 | 5.01e-05 | 0.000554 |
 |(scale=2.0) m0=700, m1/2=660, tanbeta=40, A0=-500, sign(mu)=+ve| 7.4727e-05 | 0.000177384 | 0.00425152 | 7.4975e-05 | 6.75e-05 | 0.000671 | 6.081e-05 | 1.502e-05 | 3.43e-05 | 0.000403 |
 |(scale=2.0) m0=700, m1/2=680, tanbeta=40, A0=-500, sign(mu)=+ve| 5.74582e-05 | 0.00014457 | 0.00350536 | 7.2141e-05 | 5.02e-05 | 0.000516 | 4.648e-05 | 1.136e-05 | 2.35e-05 | 0.000293 |
 |(scale=2.0) m0=700, m1/2=740, tanbeta=40, A0=-500, sign(mu)=+ve| 2.6348e-05 | 7.88079e-05 | 0.00200923 | 6.4222e-05 | 2.05e-05 | 0.000232 | 2.097e-05 | 4.9e-06 | 7.55e-06 | 0.000112 |
 |(scale=2.0) m0=700, m1/2=760, tanbeta=40, A0=-500, sign(mu)=+ve| 2.03759e-05 | 6.45364e-05 | 0.00167683 | 6.1724e-05 | 1.52e-05 | 0.000177 | 1.607e-05 | 3.71e-06 | 5.17e-06 | 8.13e-05 |
 |(scale=2.0) m0=700, m1/2=80, tanbeta=40, A0=-500, sign(mu)=+ve| 0.7761 | 0.06698 | 130.619 | 0.000148955 | 0.13 | 0.414 | 0.2146 | 0.0447 | 173 | 13.8 |
 |(scale=2.0) m0=720, m1/2=100, tanbeta=40, A0=-500, sign(mu)=+ve| 0.46632 | 0.051019 | 43.1355 | 0.000120463 | 0.0935 | 0.318 | 0.1581 | 0.03077 | 56 | 7.66 |
 |(scale=2.0) m0=720, m1/2=120, tanbeta=40, A0=-500, sign(mu)=+ve| 0.30937 | 0.044359 | 18.9263 | 0.00011979 | 0.0804 | 0.283 | 0.1262 | 0.02516 | 21.3 | 4.85 |
 |(scale=2.0) m0=720, m1/2=140, tanbeta=40, A0=-500, sign(mu)=+ve| 0.20875 | 0.0380514 | 9.66653 | 0.000118831 | 0.0675 | 0.246 | 0.10048 | 0.02014 | 9.01 | 3.14 |
 |(scale=2.0) m0=720, m1/2=160, tanbeta=40, A0=-500, sign(mu)=+ve| 0.142401 | 0.0320654 | 5.41701 | 0.000117803 | 0.0556 | 0.21 | 0.07867 | 0.01583 | 4.14 | 2.06 |
 |(scale=2.0) m0=720, m1/2=180, tanbeta=40, A0=-500, sign(mu)=+ve| 0.098376 | 0.0267876 | 3.23789 | 0.000116585 | 0.045 | 0.177 | 0.06029 | 0.01224 | 2.02 | 1.37 |
 |(scale=2.0) m0=720, m1/2=200, tanbeta=40, A0=-500, sign(mu)=+ve| 0.068681 | 0.0221207 | 2.03595 | 0.000115289 | 0.036 | 0.147 | 0.04562 | 0.00939 | 1.03 | 0.92 |
 |(scale=2.0) m0=720, m1/2=20, tanbeta=40, A0=-500, sign(mu)=+ve| 3.4999 | 0.071773 | 247.946 | 0.000120522 | 0.129 | 0.393 | 0.2003 | 0.04775 | 67800 | 77.4 |
 |(scale=2.0) m0=720, m1/2=220, tanbeta=40, A0=-500, sign(mu)=+ve| 0.048288 | 0.0181552 | 1.32851 | 0.000113642 | 0.0284 | 0.121 | 0.03418 | 0.00715 | 0.554 | 0.624 |
 |(scale=2.0) m0=720, m1/2=240, tanbeta=40, A0=-500, sign(mu)=+ve| 0.034247 | 0.014791 | 0.893625 | 0.000112015 | 0.0222 | 0.0982 | 0.02534 | 0.00541 | 0.307 | 0.427 |
 |(scale=2.0) m0=720, m1/2=260, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0244953 | 0.0119995 | 0.617603 | 0.000110128 | 0.0172 | 0.0795 | 0.01878 | 0.00409 | 0.175 | 0.294 |
